case_id,case_type,case_status,originating_station_id,district_id,state_id,sensitivity_hint,assigned_officer_ids,synthetic_only
CASE-00015,VIOLENT_CRIME,OPEN,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0051|OFF-0221,true
CASE-00016,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0138|OFF-0036|OFF-0192,true
CASE-00017,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0180|OFF-0161|OFF-0200|OFF-0148,true
CASE-00018,NARCOTICS,CLOSED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0161,true
CASE-00019,FINANCIAL_CRIME,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0231|OFF-0067,true
CASE-00020,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0143|OFF-0082,true
CASE-00021,FINANCIAL_CRIME,CLOSED,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0075|OFF-0190,true
CASE-00022,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0068|OFF-0208|OFF-0084,true
CASE-00023,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,OFF-0142|OFF-0217,true
CASE-00024,NARCOTICS,CHARGESHEETED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0015|OFF-0176|OFF-0201,true
CASE-00025,GENERAL_THEFT,CLOSED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0208|OFF-0068|OFF-0121,true
CASE-00026,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0197|OFF-0124|OFF-0111,true
CASE-00027,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0013,true
CASE-00028,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0034|OFF-0075|OFF-0090|OFF-0010,true
CASE-00029,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0137|OFF-0037|OFF-0104,true
CASE-00030,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0028|OFF-0156|OFF-0038|OFF-0234,true
CASE-00031,CYBER_FRAUD,OPEN,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0176|OFF-0020|OFF-0201|OFF-0053,true
CASE-00032,VIOLENT_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0155|OFF-0137|OFF-0203|OFF-0104,true
CASE-00033,GENERAL_THEFT,OPEN,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0192|OFF-0138|OFF-0036,true
CASE-00034,FINANCIAL_CRIME,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0085|OFF-0089|OFF-0193,true
CASE-00035,GENERAL_THEFT,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0125|OFF-0152|OFF-0228|OFF-0239,true
CASE-00036,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0198|OFF-0221,true
CASE-00037,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0180|OFF-0200|OFF-0027,true
CASE-00038,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,HIGH,OFF-0237|OFF-0163|OFF-0041,true
CASE-00039,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0007,true
CASE-00040,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0043|OFF-0237|OFF-0214|OFF-0163,true
CASE-00041,JUVENILE_PROTECTION,CLOSED,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0190|OFF-0075|OFF-0090,true
CASE-00042,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0206|OFF-0028|OFF-0038,true
CASE-00043,CYBER_FRAUD,CLOSED,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0212|OFF-0187|OFF-0077,true
CASE-00044,MISSING_PERSON,CLOSED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0238|OFF-0080,true
CASE-00045,NARCOTICS,CHARGESHEETED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0096|OFF-0238|OFF-0080|OFF-0109,true
CASE-00046,VIOLENT_CRIME,OPEN,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0171|OFF-0039|OFF-0073,true
CASE-00047,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0193|OFF-0178|OFF-0012|OFF-0052,true
CASE-00048,VIOLENT_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0230|OFF-0177|OFF-0062|OFF-0040,true
CASE-00049,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0149|OFF-0127|OFF-0067,true
CASE-00050,MISSING_PERSON,CHARGESHEETED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0071|OFF-0150,true
CASE-00051,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0152|OFF-0157|OFF-0239|OFF-0228,true
CASE-00052,MISSING_PERSON,OPEN,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0167|OFF-0170|OFF-0055|OFF-0017,true
CASE-00053,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0152,true
CASE-00054,MISSING_PERSON,COURT_PENDING,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0120|OFF-0135,true
CASE-00055,MISSING_PERSON,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0033|OFF-0003,true
CASE-00056,VIOLENT_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0040,true
CASE-00057,FINANCIAL_CRIME,COURT_PENDING,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0197,true
CASE-00058,GENERAL_THEFT,CLOSED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0214|OFF-0237,true
CASE-00059,VIOLENT_CRIME,COURT_PENDING,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0109|OFF-0238|OFF-0080,true
CASE-00060,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0068,true
CASE-00061,NARCOTICS,CLOSED,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0124,true
CASE-00062,NARCOTICS,CLOSED,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0036|OFF-0192|OFF-0138,true
CASE-00063,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0019|OFF-0166|OFF-0179|OFF-0008,true
CASE-00064,FINANCIAL_CRIME,OPEN,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0119|OFF-0129|OFF-0039|OFF-0001,true
CASE-00065,MISSING_PERSON,CHARGESHEETED,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0098|OFF-0141,true
CASE-00066,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0199,true
CASE-00067,NARCOTICS,CLOSED,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0139|OFF-0060|OFF-0005|OFF-0019,true
CASE-00068,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0211|OFF-0079|OFF-0061,true
CASE-00069,FINANCIAL_CRIME,CHARGESHEETED,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0024,true
CASE-00070,MISSING_PERSON,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0205|OFF-0042|OFF-0070,true
CASE-00071,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0198|OFF-0051,true
CASE-00072,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0231|OFF-0149|OFF-0067|OFF-0205,true
CASE-00073,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0002|OFF-0121|OFF-0225,true
CASE-00074,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0107|OFF-0226,true
CASE-00075,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0209|OFF-0040,true
CASE-00076,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0038|OFF-0206|OFF-0234|OFF-0028,true
CASE-00077,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,OFF-0195|OFF-0003|OFF-0049,true
CASE-00078,GENERAL_THEFT,COURT_PENDING,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0024,true
CASE-00079,FINANCIAL_CRIME,COURT_PENDING,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0082,true
CASE-00080,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0096|OFF-0132,true
CASE-00081,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0198|OFF-0051|OFF-0221,true
CASE-00082,CYBER_FRAUD,OPEN,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,HIGH,OFF-0184|OFF-0058|OFF-0236|OFF-0030,true
CASE-00083,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0188|OFF-0186|OFF-0144|OFF-0172,true
CASE-00084,FINANCIAL_CRIME,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0205|OFF-0042,true
CASE-00085,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0115,true
CASE-00086,CYBER_FRAUD,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0085,true
CASE-00087,VIOLENT_CRIME,COURT_PENDING,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0226|OFF-0031|OFF-0128|OFF-0223,true
CASE-00088,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0118|OFF-0223|OFF-0210,true
CASE-00089,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0203|OFF-0155,true
CASE-00090,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0057,true
CASE-00091,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,HIGH,OFF-0182|OFF-0215|OFF-0143,true
CASE-00092,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,OFF-0137|OFF-0037|OFF-0155,true
CASE-00093,VIOLENT_CRIME,COURT_PENDING,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0238|OFF-0096|OFF-0132,true
CASE-00094,JUVENILE_PROTECTION,CLOSED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,HIGH,OFF-0223|OFF-0031,true
CASE-00095,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0153,true
CASE-00096,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0051|OFF-0198,true
CASE-00097,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0079|OFF-0218,true
CASE-00098,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0052,true
CASE-00099,CYBER_FRAUD,COURT_PENDING,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0056|OFF-0207|OFF-0216|OFF-0136,true
CASE-00100,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0232|OFF-0071|OFF-0146|OFF-0026,true
CASE-00101,MISSING_PERSON,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0069|OFF-0025|OFF-0189|OFF-0064,true
CASE-00102,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0089,true
CASE-00103,NARCOTICS,OPEN,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0087|OFF-0057,true
CASE-00104,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0136|OFF-0207,true
CASE-00105,MISSING_PERSON,COURT_PENDING,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0187|OFF-0212|OFF-0103|OFF-0141,true
CASE-00106,FINANCIAL_CRIME,OPEN,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0034|OFF-0010|OFF-0075|OFF-0090,true
CASE-00107,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0133|OFF-0200|OFF-0027|OFF-0148,true
CASE-00108,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0164|OFF-0015|OFF-0131|OFF-0201,true
CASE-00109,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0080|OFF-0238|OFF-0109|OFF-0132,true
CASE-00110,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0125|OFF-0106|OFF-0228|OFF-0152,true
CASE-00111,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0164|OFF-0053|OFF-0110,true
CASE-00112,FINANCIAL_CRIME,CLOSED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0121|OFF-0068|OFF-0208|OFF-0084,true
CASE-00113,GENERAL_THEFT,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0100|OFF-0121|OFF-0225|OFF-0002,true
CASE-00114,NARCOTICS,OPEN,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0134|OFF-0130|OFF-0004|OFF-0147,true
CASE-00115,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0122|OFF-0048|OFF-0154|OFF-0115,true
CASE-00116,GENERAL_THEFT,OPEN,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0023|OFF-0044|OFF-0142,true
CASE-00117,JUVENILE_PROTECTION,CLOSED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0053|OFF-0131|OFF-0020,true
CASE-00118,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0061|OFF-0211,true
CASE-00119,GENERAL_THEFT,OPEN,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0030|OFF-0093,true
CASE-00120,FINANCIAL_CRIME,OPEN,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0199|OFF-0240|OFF-0066,true
CASE-00121,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,HIGH,OFF-0030|OFF-0184|OFF-0093|OFF-0236,true
CASE-00122,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0200|OFF-0133|OFF-0161|OFF-0180,true
CASE-00123,CYBER_FRAUD,OPEN,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0198|OFF-0221|OFF-0051,true
CASE-00124,NARCOTICS,OPEN,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0166|OFF-0160|OFF-0005|OFF-0179,true
CASE-00125,FINANCIAL_CRIME,CHARGESHEETED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0225|OFF-0100|OFF-0002,true
CASE-00126,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0239,true
CASE-00127,VIOLENT_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0195|OFF-0049,true
CASE-00128,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0090|OFF-0034|OFF-0010,true
CASE-00129,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0090|OFF-0010|OFF-0034,true
CASE-00130,VIOLENT_CRIME,COURT_PENDING,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0086|OFF-0153|OFF-0024|OFF-0116,true
CASE-00131,GENERAL_THEFT,CLOSED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0189|OFF-0092|OFF-0069,true
CASE-00132,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0099|OFF-0212,true
CASE-00133,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0088|OFF-0216|OFF-0136|OFF-0207,true
CASE-00134,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0146|OFF-0013|OFF-0071|OFF-0022,true
CASE-00135,NARCOTICS,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0159,true
CASE-00136,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0231|OFF-0205|OFF-0042,true
CASE-00137,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0111|OFF-0124|OFF-0197,true
CASE-00138,JUVENILE_PROTECTION,OPEN,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,HIGH,OFF-0182|OFF-0143|OFF-0215|OFF-0117,true
CASE-00139,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0159|OFF-0142|OFF-0217,true
CASE-00140,CYBER_FRAUD,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0068|OFF-0208|OFF-0121,true
CASE-00141,JUVENILE_PROTECTION,CLOSED,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0154|OFF-0048|OFF-0162,true
CASE-00142,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0166|OFF-0139,true
CASE-00143,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0158|OFF-0066,true
CASE-00144,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0080,true
CASE-00145,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0110|OFF-0131|OFF-0201|OFF-0053,true
CASE-00146,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0109|OFF-0080|OFF-0238|OFF-0173,true
CASE-00147,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0059,true
CASE-00148,NARCOTICS,CHARGESHEETED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0150|OFF-0029|OFF-0022,true
CASE-00149,NARCOTICS,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0199|OFF-0066|OFF-0158|OFF-0240,true
CASE-00150,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,OFF-0120|OFF-0135,true
CASE-00151,CYBER_FRAUD,COURT_PENDING,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0148|OFF-0200,true
