event_ref_hash,request_commitment_hash,requester_context_hash,record_pointer_hash,target_record_commitment_hash,policy_context_hash,decision_hash,explanation_hash,pointer_commitment_hash,payload_hash,ciphertext_hash,block_number,block_hash,policy_version_evaluated,minimization_profile
b6b63f0a01ec45a49eabaf91494519856966aad43bb08ba0a4a28c888c948637,b258c93f17728529a0922939b1335ee236705b23cbb7bd307113bd6850942e94,f4aa7812a9132368b6151d340770176340f009163f4f44bcc316fb8b1aed4f92,d0df577e9fb91788bb8098078ab871e5584bb06f47e504e37c2e6d67076168c0,013db09002c5359870535b51,ef4d2daf8d9108e22fe6ab9a5fe023e83bd8bac9730aa39d65ee1d9a9069b747,af21565731a079950f703995528280d00f08e05c188951432d6dc9948aebae43,512995722a7b064e05592d4b39c8b12be0f06005f5f0e007bfeeb281216d2796,3d3cd7e72367e7eaa5b2f894dda47bfe25342a3e0c921caf78a4950e757ec547,a684b83604e5c15b12cc17d1105fb27dfed23be0c73f1aec0758cea7442547d3,fb47cbdcdad3d34287af31a680f24ca24bbf0eb59b00e6f0705bdfae3ee24654,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
1b11b289e27243d6ee13b82d280b5acb6f993de0af77b6dc994d07dd51759ade,d3a085281c6428996f00eb5bb5ac979cf2e5e330cbfaddcbdde60644b288d75c,6e274c983028b41d2314d599cf2eef2d6ed5687e7f8d59d1c523fad335ee2ec4,2cf44d8386a41e8830a2c885f99c40474e682045d2175d510a227ade4907ed77,202493a89eae5b6458ec7ff8,02274dc6f2c7f5027d4379c9133c95deb09b38bb12d49a208441bb1815379bd9,5cd6ffc0148c4a6333aef7197817e994a1e21b751f204e972ebbbde709eeab27,30672bdfd17c1220c7afaab33fd9aae4b6b22a11f5156c894afd11291a51d7cb,612dc116df7cef607a8ac4bbc7cf95051a40344d35ff4b76f396d3cb91dce2d7,bddbebd05956072b420c2e49234ff5c8eced54594a880636cd8afb9eaafcb143,a689637a60502fcfc6d491a0b61b9fff67a812f5f3e74f7e6bfda6b82acdd1cd,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
42acdbc221919897d67217feb5e9bb4815225035d06b1e27c2e9f37c0260a6f9,545a0f3ff0e46bbc8e24fc2efa5cf86001c115acc72a0e937673ca8246ba5688,6d82d5bc3e580c6b92a25df51129cfa83e4aa2c5879e6b2d09e8aebc2811847a,e9d90e81b93785dc8ae0b1d262871965230993c70640987a96a1e197ab232784,fb5fe9b5c0b2f6fb1de8118b,749cd04a65ae60e596f2241ad7967ef4ce91ced4b1f3b20d3f4708e810411fef,b0d89f32211abaa2a042de0f236de484614cfe8984acc9eabcfd2eef0ad60918,4086873db8698b3a5f06fe81677f026c31168e37140127c4970fcfbbe9905362,64c4650776cb634983285378619c6b1dea824492625ef72e29f12294d80e4588,d7a65a9480f1adac3f8a56afcefea37803690af9f10f0b74fddb90ddb390095c,b5a9b5016a079437856de0c62c5e1822b38e429e8aaa4413e864d40a1c2d918a,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
2e4f203483e829f48ff9844469bf225056f99c219c04f72b09c43ccd92ccc688,1e923640f0abca3357853227372e2d6f288bd86888bda0ca6c012f21286e015b,85fe736092b84fd3cba624e430b1b0c8509cd146b9f3e478f7b75474b826a58f,4455b145cae795bd3b33234d87b9abd270218fe7038957c4e9f9af5bc56f9908,318f5250c892dade4a4047ee,aa8ca168a299405ebdf73e0e5a9959f3e1a2754f7a74e8770b96a74969dc13d2,9c69d67ef4e23edbeed006bf73c91c8a9887a93510c32f30fd582e2af74f4436,b767bb37458eea08e5b359055db22ccfbace24031b320bcec0a682699237572b,3bc45a3925dcc6f69525aef4669dc36fc54b8294d301af86a41ced0c0198d264,28db917af5a9ac08f2ad8920d19193753ade95d26f9799e97586c1fec61384f3,9777601a74285350c8be1397a26807eea6dd36fdb2103a00879ebf2f71f0ea59,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
eb210167dda8bfd421eb0e412550f026093bef143145d2293ee067d0ed328a43,1be89d7c16882451d6c155563e0e621fe23c2378d997e0e15e820157a6d2275f,85dc51a8cbc2a0bbb7a086f81a57fc33e0578103c80086daf9fd97a3cad2cd7c,d24bdc8556195654f77bb0c4954da356f2c89b52e30c1f3b8ccb6e259e622be3,0e1d97f5f0e6ea3b9c5ccb7f,a560a119129863395c49a3d131174e928448cd770db925d78215df3298d20429,550332a8d72d2d94337c42b8f015753eddd7baa962af200d12359c2af90839d2,392ccb1844f7b549f1ab6aea044c7a5eefc3815496013f2f94b3c58373087381,05150d0c9ce857507c275f990acaaff5c88ce040e33c05f328e57842fcf64d90,41ec29fef26747021bc647427353a0905c527219b4ba792b77925fc39eab5ef0,ddb36e28d4a2a99a8209317f763252779d800349fdca102065db6db1b24692f0,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
c95dd2c698fb927595a59b8b9d9fea44fec5ac15fa46948a6e8fe06c373c1650,011236afc3afac9dcc4690ee4001de5f70340a77ad532dde892abb10f09f62e1,b35084731ae899a0311cfeb29a17259168c92a6b693036dd7a6b0cf553603df0,f0b27623b8a3cf2103195d39957153448e59bdda4273c4f97daecdcc53765268,865e1a4e9bd8f6f99acdf7fe,02274dc6f2c7f5027d4379c9133c95deb09b38bb12d49a208441bb1815379bd9,900b97366af9ebb0f0650dc57eb96a9426e80a5b993886f981986b52e0651c45,37dfe3e0842c849e03a49acde51238d43c725db817df1cf09c9a4122e0235fcf,0625cb545e394ffb9ee2979beeb0b6fe1e11acef8e8f445fbbe129f0d2fd8304,6eb67e65d279085bb0022aeac9ba0f48f10a6d0d15b7bdc6b71b75c5c767ed45,90cc6b7cad5d9da9d87e01a033139ef2e6513a3c736eff808235f982644b4428,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
4176831f50edb4f23b8f7199b195a8d8d1172434fbb178d6307702010547e9bb,88b6deb1d3cca6afd53d8018c18cb909ccbbc4c87a8c6b4d138d34ce04712645,6607e47f9b4bcaf944891a9d0cecc8cfdc2e80aaf09bddabd09318251738993a,aaa286c904e8fa940b57da336ffd18f2e15364ced6f88e852fb846ba497d6431,d87443e05911b2d34de3a269,aa8ca168a299405ebdf73e0e5a9959f3e1a2754f7a74e8770b96a74969dc13d2,9d6faeaa9d90744b84b4ca6248c14eaae43b82c95ac201a8f2d31dca887760b3,7c64426c6bda43abbd625fbd8ccc9c92e9838dc8ce9c76a3e358143dd770ad55,8f78c069671ef14d109f6b457d8c6b67ccacd42bb0a7391384792bf32eff3666,677ffee087e60cdc66fbcf8a39d4adfe8780f80e3ad217922129a85435ab47f2,9ce61f30a464c9c38634d015542a7d8a43d197ec2c9c39fa23f82457b8fc1560,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
a858129c919b59b9e9e7f0390d7f369a38322cd50076687434b2754d94234ef1,0d4023107322e4a744e195be89b54681044e51d7c3f1205a641b65fcb5995823,7cf37c5f381fc403c8822d4bc3ee4a024c70996c7bb073f494b0014323a4bad0,bda29d231caf4401fc3a829a714b56f1d739c41a278b1c52d6ab84f71413d1d1,035947ce158c415bf5e8b231,07b2ab41e0e959be79af7daea3c458545125aa515440dc2edff1c882df97b322,75e6ca7b2d7a30f6557edcac9fca80d957e793252a1edbae5139c9653b5bc0cc,bac6c2608c298bd79cb160d9db67bc7aa2fae3dbde2fd0f170963ae22dde13cc,9ec901a8997a9e9efcce9f963f5f42cd0e52f7bf545630d89ac1ed79b5177a7e,ea7786e09f96824a3fbd29f6f86fbc086df148b438afa2b2a8965d088b088f21,c090073a6d6cc516287e430cfd3e83339d3715c0f05255ac19c283920e23821d,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
c335271caf3effbc4ef11fe755df1ab76b113503f4a9063c2e6efe4232c35333,ec9eb34c8b4cbefe442922e9bf90299c1fb46926128017dc5ac1e065dc4378c2,cd6a4f8e99cf3a2ee90cd341a9961de3d6be54017fd8987b4605a880d34507de,f761a0e93580e63d0f02071e07e5180040dc7c3065be5690d3e4aee487c0002e,855965ff849e31dc11494c47,33a6d47263ec616f32fffa333be54d5856969cfd3d4cf299ddb34efa9f7c2019,e5abc9d59c2b341514adeff791f9a964c7def5539066ee43dd80a0772ffc2080,acd684221bb306c021dfcdce6ad1d5f76b965578fe23c3e061af012c2230cc44,5d9e71d6046fbb7bad184591c8a66ac05d5d0f38ea8c5baaffcbfeed30d6142a,1672400a0577c8ac45a6bbd628edd27e9e43236294e70297b951d9e3f65347d3,59aa24bd23e42b159883b12e25fc5185f6fab7fa44346fc13362a560fa47affd,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
d17c710da0d6484ebd0176e2d441fafeaa0519727ab900fd50776dcd81728741,43155fc9519dd4ffd7b6b346efc708acb76557dd2c0559b992b1cb2abcf33413,2c1f7ad0714b45d642b8c20c79f98a0ad8316b825104320bee5d0684365db665,a4424463803c6b752d5d8c07888e6091a9518903dfa992494362f99adbad9ddd,de8ed503b092aff04a4f6676,02274dc6f2c7f5027d4379c9133c95deb09b38bb12d49a208441bb1815379bd9,1edde7b6f4d5fb400bbf210b6c4227aac93df34082afd832613f76233bb49b82,0116a129438f5f17e52f0a883f49db745d3cacbfc9d331e8bf6e0b4611344e33,3ae5a4cb6992bb5b229ff4276cc9e85360049c9693a7ff0b025c8beb7d266f1e,c11086fcbb8ad16a8fe53b2f68a03868c612b7ec2f135f6e8e5e3976a71d22ed,2ebb787f5d90f5e17d37106e584086a87a915ff1384af932063e79482012ac04,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
8d337c66f5b0502a1e7b0120e90d26c40a2dac6dae011fee2251b7dfc2916501,3ef60bfb65504a2ff222611602358e62186777f619efe333a76a0923193a0565,2eb9fa22d2aaad0ee69c34ec625893480e40c1507e9261c5755852ee7737e06e,f79967f9d02b67c280caf3b9caccca0e3afa31f626cea0080fa2ce7e9dbab358,abfd23e434f0f6d490ebb742,a560a119129863395c49a3d131174e928448cd770db925d78215df3298d20429,6d6696ffd7739375e4a7ab5f2ed4156c316691de090fc27d047b0ba087456c37,b52289a23857baf4e5ff5929df4a288851f60f6fcfb6ad36b1c2a6b8fab6377d,77735f9655d42d70018f326e25df45aea4a2e95218b3bb7c045531c2cd6ec262,4da089fc077dfa0aaa7b0c147983e7bc75f1a4b3b41df4c1d58e4e455936cb8a,f2fa315febb0cc0997ceaaea2d718cd1dd59cef16686c8d5bb66beaa51c208bb,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
505ce655b8c02a43c8d7a4635b3d3b55f1d6de2e29780fdc9047a509089c069d,02696e4b1833e5d0133cff3c2373cdaf1cf37598c9a2c65eb3b355fa79299df7,de009562e4994819e11d9d96838b337793218132d7f13ecb52ba151332f7c58e,ed8cbc1d881564fa9a9782b07d81782e3f2988ef2e4c07d6d630cbcb9c1ea8bd,3de35c117f9aa817f83b27dd,660ad545989fefcc124bf490920fd0427c4c098f0b672a2e147ed8bcaba4cd48,8907ea85ba8b2dc2bcea9415958d637ee59b11e6086f92f12fa947d51a277e53,4e10fb6c82b81ff12f19bc7bb8b805797f4b2b64b4f87b3abb02f325eb991e8d,b63764720a16490c1e3634d5d660e9911d7ebbc07424c1735314055a8afac1e5,314aa9718e2d80a226b1e94a702d08582a7aaba6e78b399306277e00264fbc24,c2e8e75e7c2e0671114d3ac3a988e00024096c989a5782ee0304c222447fc699,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
042a028a8556aeceb139a1fadb981ef7fe69ef5b86dbb322f1cebfeb6dc7f06c,3958fb8ba0eec2eaed2305c84ee6fabdfb526b3bf97720769df5f94e98864271,312c0b0c06b0355b200f417c5b9358a684d7a5c703843a9799210b492938ed05,190763568fe733e1859fb324d230fdf43d99fc58047953d864c897d7fd7fc8a5,83adebd0920663713a0e1b4b,660ad545989fefcc124bf490920fd0427c4c098f0b672a2e147ed8bcaba4cd48,5b7992c4be916f7ff7cb42abcc38716a9bf3e64c97189237ec2ea225b49f2c52,14bebc66d551baf45981d85fbc08d939eff2b541b0ce3f102b8a60092e1307d7,aad2c082cbd33f23dac9976415d70c0fb98c1b2b6ac809b8f0110d2246951909,457c3dd168159345b26f36653d9259d9ad509f091af0412e5faffc1e4756ac17,ae19e86d2818b5d05a03300a191d8e8cadcfc0eb1fcfa9ba57b7fbad4b98db79,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
752d24a2dc88d3ccfdc89346c540c8865b4963540a052c5f727baaf407acf549,75891aa1c947b049ffead8e5a8474811f6028930addae5bce9e17efc3761d1b5,328f6f270439540932e82d346680ad8754aedc215496bf1d6f4e7153a7e5d5c8,9b7e9e8b62859c8e86856e6a3747ab9275ae963ac7220a307111dd61d3e99934,04bb3bbec77f28b17144322b,33a6d47263ec616f32fffa333be54d5856969cfd3d4cf299ddb34efa9f7c2019,cbee32651104bae01496865128ecc6ea42c06fae6a1eacf6c1b736e37799c9b0,673d9d77665ebdcb7e0f019de75c3c41c25c9d512ad4fe53a3f8d4ddb9a2da66,840868e738d5d2fa2061b91c0fe94cbfe02d2b522ab62811655f5d9d113036bd,c88d706dbc65cb2e90311425c4943172939a3c753320b160193b1ba1b11a1bb6,c08167a7a6ae4d6a1be6c12d8f622f604ae0871e832bb694dc9a5b7ed3390931,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
215ae99396f41186d51ac54d025419a60db338cca0e369d392880e68e41f8ab1,9d54d26674b8d74efa0615e4f2a9ff4b8dc9da278a3ae50fca68654fd7b03595,5c9869c7ffab8b992deed249748142e9b120b6e3c3a8b89ec5ba127a62acf1b4,037608352bf6b78f1485a0b7ff1d01c03ac4853725bb985d3f36dec699884658,6197a206f9aa2b3df21b2fe7,660ad545989fefcc124bf490920fd0427c4c098f0b672a2e147ed8bcaba4cd48,314fd39f9cf7d9ea5bbdbe58062fe9c4abde8d691e759cfa14f0676d6e0fd45b,db63a7440de01ec08efd1e8be6e8ce67840f98d5c9331790cad85eac8b104fbb,4ad7aeeb15a6ffd287914f7b117057010a2367526af89c1512b10aff23e79081,7712edbf84fd5921f142b39db93eef83a966d02612c6649eaada5d94cf0fa9e8,5dd4a7bedbc407b3009ade9e5155ece66f463d32d55805bcdaaad3c53f9aaf1a,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
36196e9d19db9ba6ea00914d685fa044327b79f6f3a3e08c45ab6f6c9b47cc65,b7af5a457c6fd6079157ead6a3c580aa988a13ee41f73afd5ea14078b7516d64,4152459d6774331c7ba0ef54e4a82ab0756b77b962ba2a9044b24f117ad26466,f717dac6027bf1087c6487a055302166af2508d1896b3099fba4b567e105d71c,a6e23e6abf3d2acbd2b24e0b,a560a119129863395c49a3d131174e928448cd770db925d78215df3298d20429,fffefe3b8ddbb217881f07e7f80ac03c7e68f722e4af6185c225977cade1e1f6,2c19eeb73718a71ad1e70d14785498af013d4a483b9a54c6fc00a22585310537,54a56fb04c9bcfd230a7e7e73d0c93b70b10ec094245c4dfe07e70bd17edfee2,a222927c0122c0a45911d29593b9337447d13e2c6ecebec9c8569a95a5f54f0c,7e19b89759dced6fdd9a39afa9854c78de3ecf1b3b3e5bf6102b2036b29c41ef,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,P-2026-05-STEP2-ORACLE,SEBA-XAI-MIN-METADATA-V1
