case_id,case_type,case_status,originating_station_id,district_id,state_id,sensitivity_hint,assigned_officer_ids,synthetic_only
CASE-00048,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,HIGH,OFF-0047|OFF-0005|OFF-0093,true
CASE-00049,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0194|OFF-0204,true
CASE-00050,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0076|OFF-0105|OFF-0004,true
CASE-00051,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0164|OFF-0089|OFF-0102|OFF-0087,true
CASE-00052,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0149|OFF-0197|OFF-0107,true
CASE-00053,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0194|OFF-0204,true
CASE-00054,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0222,true
CASE-00055,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0191,true
CASE-00056,CYBER_FRAUD,CLOSED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0002|OFF-0162|OFF-0117,true
CASE-00057,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0050,true
CASE-00058,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0201|OFF-0175,true
CASE-00059,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0237,true
CASE-00060,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0046|OFF-0231,true
CASE-00061,GENERAL_THEFT,COURT_PENDING,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0107|OFF-0142,true
CASE-00062,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0071|OFF-0046|OFF-0224,true
CASE-00063,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0239|OFF-0202|OFF-0180|OFF-0114,true
CASE-00064,MISSING_PERSON,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0176|OFF-0075,true
CASE-00065,CYBER_FRAUD,OPEN,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0196,true
CASE-00066,JUVENILE_PROTECTION,COURT_PENDING,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0117|OFF-0021,true
CASE-00067,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0160|OFF-0111,true
CASE-00068,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0208|OFF-0044|OFF-0171,true
CASE-00069,MISSING_PERSON,CLOSED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0223|OFF-0111|OFF-0230|OFF-0086,true
CASE-00070,GENERAL_THEFT,OPEN,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0021|OFF-0033,true
CASE-00071,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0095|OFF-0084|OFF-0030,true
CASE-00072,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0099,true
CASE-00073,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0046|OFF-0189,true
CASE-00074,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0097|OFF-0220|OFF-0145|OFF-0233,true
CASE-00075,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,OFF-0077|OFF-0081|OFF-0017,true
CASE-00076,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0095,true
CASE-00077,MISSING_PERSON,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0006|OFF-0146|OFF-0158|OFF-0218,true
CASE-00078,MISSING_PERSON,OPEN,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0096|OFF-0139|OFF-0128|OFF-0058,true
CASE-00079,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0185|OFF-0216,true
CASE-00080,GENERAL_THEFT,CHARGESHEETED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0056,true
CASE-00081,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,HIGH,OFF-0100|OFF-0008,true
CASE-00082,NARCOTICS,CHARGESHEETED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0184|OFF-0181|OFF-0023,true
CASE-00083,NARCOTICS,CLOSED,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0063|OFF-0126,true
CASE-00084,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0053,true
CASE-00085,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0018,true
CASE-00086,JUVENILE_PROTECTION,COURT_PENDING,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,HIGH,OFF-0144|OFF-0166|OFF-0103|OFF-0233,true
CASE-00087,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0001|OFF-0020|OFF-0155,true
CASE-00088,JUVENILE_PROTECTION,COURT_PENDING,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,HIGH,OFF-0101|OFF-0016|OFF-0211,true
CASE-00089,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0235|OFF-0227,true
CASE-00090,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0024|OFF-0087|OFF-0164,true
CASE-00091,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0178|OFF-0229|OFF-0170|OFF-0031,true
CASE-00092,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0083|OFF-0057,true
CASE-00093,NARCOTICS,COURT_PENDING,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0132|OFF-0043|OFF-0137,true
CASE-00094,CYBER_FRAUD,CLOSED,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0238|OFF-0148,true
CASE-00095,MISSING_PERSON,CHARGESHEETED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0130|OFF-0221|OFF-0078|OFF-0167,true
CASE-00096,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0005|OFF-0093,true
CASE-00097,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0074|OFF-0028|OFF-0093,true
CASE-00098,MISSING_PERSON,OPEN,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0105|OFF-0004,true
CASE-00099,GENERAL_THEFT,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0190|OFF-0217|OFF-0196,true
CASE-00100,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0009,true
CASE-00101,FINANCIAL_CRIME,COURT_PENDING,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0018|OFF-0136|OFF-0056|OFF-0113,true
CASE-00102,NARCOTICS,CLOSED,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0032|OFF-0009,true
CASE-00103,NARCOTICS,COURT_PENDING,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0193|OFF-0201|OFF-0151|OFF-0232,true
CASE-00104,CYBER_FRAUD,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0004|OFF-0048|OFF-0076|OFF-0109,true
CASE-00105,NARCOTICS,CHARGESHEETED,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0216,true
CASE-00106,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0217|OFF-0067|OFF-0196|OFF-0190,true
CASE-00107,NARCOTICS,CHARGESHEETED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0028|OFF-0074|OFF-0005|OFF-0150,true
CASE-00108,VIOLENT_CRIME,OPEN,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0001|OFF-0035|OFF-0228|OFF-0155,true
CASE-00109,NARCOTICS,OPEN,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0118|OFF-0193|OFF-0201|OFF-0175,true
CASE-00110,NARCOTICS,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0239|OFF-0202,true
CASE-00111,NARCOTICS,OPEN,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0153,true
CASE-00112,NARCOTICS,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0239,true
CASE-00113,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0091|OFF-0163|OFF-0161|OFF-0068,true
CASE-00114,GENERAL_THEFT,OPEN,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0155|OFF-0020|OFF-0001,true
CASE-00115,JUVENILE_PROTECTION,OPEN,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,HIGH,OFF-0103|OFF-0166|OFF-0233,true
CASE-00116,JUVENILE_PROTECTION,CLOSED,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,OFF-0099|OFF-0172|OFF-0065,true
CASE-00117,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0057|OFF-0209|OFF-0083,true
CASE-00118,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0035|OFF-0228|OFF-0155,true
CASE-00119,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,OFF-0024,true
CASE-00120,CYBER_FRAUD,COURT_PENDING,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,HIGH,OFF-0001|OFF-0020|OFF-0035,true
CASE-00121,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0004|OFF-0076|OFF-0048,true
CASE-00122,VIOLENT_CRIME,CHARGESHEETED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0136|OFF-0018|OFF-0056,true
CASE-00123,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0136|OFF-0018,true
CASE-00124,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0058|OFF-0096|OFF-0014|OFF-0199,true
CASE-00125,JUVENILE_PROTECTION,CLOSED,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0175|OFF-0232,true
CASE-00126,CYBER_FRAUD,OPEN,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0232|OFF-0175|OFF-0201|OFF-0193,true
CASE-00127,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,OFF-0041|OFF-0112|OFF-0206|OFF-0124,true
CASE-00128,GENERAL_THEFT,OPEN,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0130|OFF-0078|OFF-0169,true
CASE-00129,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0113|OFF-0056|OFF-0136,true
CASE-00130,VIOLENT_CRIME,CLOSED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0101|OFF-0200,true
CASE-00131,GENERAL_THEFT,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0120|OFF-0102|OFF-0080,true
CASE-00132,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0173|OFF-0025|OFF-0176,true
CASE-00133,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0009,true
CASE-00134,VIOLENT_CRIME,CLOSED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0223,true
CASE-00135,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0111|OFF-0086|OFF-0160|OFF-0230,true
CASE-00136,NARCOTICS,COURT_PENDING,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0209|OFF-0053|OFF-0057,true
CASE-00137,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0044,true
CASE-00138,NARCOTICS,CHARGESHEETED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0054,true
CASE-00139,FINANCIAL_CRIME,OPEN,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0122|OFF-0197|OFF-0149|OFF-0107,true
CASE-00140,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,HIGH,OFF-0050|OFF-0071|OFF-0231|OFF-0189,true
CASE-00141,NARCOTICS,OPEN,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0175,true
CASE-00142,VIOLENT_CRIME,COURT_PENDING,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0221,true
CASE-00143,GENERAL_THEFT,OPEN,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0070|OFF-0218|OFF-0158,true
CASE-00144,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0017|OFF-0077|OFF-0081,true
CASE-00145,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0149,true
CASE-00146,MISSING_PERSON,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0226,true
CASE-00147,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0221|OFF-0078|OFF-0203|OFF-0169,true
CASE-00148,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0196|OFF-0190,true
CASE-00149,GENERAL_THEFT,CLOSED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0078|OFF-0167|OFF-0203|OFF-0221,true
CASE-00150,GENERAL_THEFT,COURT_PENDING,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0219|OFF-0240|OFF-0044|OFF-0171,true
CASE-00151,CYBER_FRAUD,COURT_PENDING,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0225|OFF-0027|OFF-0152,true
CASE-00152,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0055|OFF-0206|OFF-0041,true
CASE-00153,FINANCIAL_CRIME,COURT_PENDING,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0029,true
CASE-00154,JUVENILE_PROTECTION,COURT_PENDING,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,HIGH,OFF-0203,true
