request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash
REQ-000011,2026-05-27T02:34:00Z,random_context,OFF-0003,5e4ff04af077f5ff22cd6cd0,Station House Officer,5,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000273,1efe844d933eebcd81826503,CASE-00214,GENERAL_THEFT,JUVENILE_RECORD,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,a410e41fc19037f7847deb8777d89fd43fd18baad7fc5e4b00a4f380be7be1d8
REQ-000012,2026-05-27T02:36:00Z,cross_jurisdiction_sensitive,OFF-0036,d3ba9e82379b9a1fa09b884a,Inspector,4,POLICE,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000751,efb1f48ed439503d51e29577,CASE-00195,VIOLENT_CRIME,WITNESS_STATEMENT,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,CLASSIFIED,false,true,false,false,OPEN,UNDER_REVIEW,false,false,false,true,INVESTIGATION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,3abb7694b4c7f5293de19b58a982d77133ec75d4707a898cf916de1b7add145a
REQ-000013,2026-05-27T01:31:00Z,normal_in_jurisdiction,OFF-0033,4f04697319f636cd795e5d1b,Senior Superintendent,6,POLICE,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,CLASSIFIED,ACTIVE,NOT_ASSIGNED,REC-000230,57e7af8bd7cdc6920752e182,CASE-00054,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,HIGH,true,false,false,false,OPEN,ACTIVE,false,false,true,true,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,2102cda30ddd7bbfd9f1e152e1dbd7de3a2a23dfe338ecd8b8f47cdfd6bdd0d1
REQ-000014,2026-05-27T03:30:00Z,court_request,OFF-0187,dea3496d0907b239fdcdd5a2,Inspector,4,POLICE,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000382,4451c095fe2e4d1a159e9e35,CASE-00162,CYBER_FRAUD,FORENSIC_REPORT,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,false,false,false,false,SEALED,ACTIVE,false,false,true,true,COURT_PRODUCTION,VIEW,false,true,PRESENT_VALID,NIGHT,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,e057860a816b88a5f9d5ca43c944745d398eaa25182f01fec164d608a07bb2d0
REQ-000015,2026-05-27T02:00:00Z,cross_jurisdiction_sensitive,OFF-0204,36f9518be85535c10000ffd5,Forensic Officer,4,FORENSIC,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,ACTIVE,NOT_ASSIGNED,REC-000064,b551a9d03a67cab2a5cd84fc,CASE-00317,JUVENILE_PROTECTION,EVIDENCE_MEDIA,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,CLASSIFIED,false,false,true,true,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,PRESENT_VALID,NIGHT,DEGRADED,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,3ea36230d006a3a69f4aa7cb352d38336371e2e175d4770524fcb1f831ce58f5
REQ-000016,2026-05-27T01:36:00Z,juvenile_sensitive,OFF-0022,cdb37082bd33066e73ce6a23,Constable,1,POLICE,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,LOW,ACTIVE,NOT_ASSIGNED,REC-000770,227c461d84e121aa1f3cf1a9,CASE-00224,JUVENILE_PROTECTION,COURT_SUBMISSION,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,false,false,true,false,OPEN,ACTIVE,false,false,false,true,SUPERVISION,DOWNLOAD,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,9d25cffdfb5fe67752fd81aef97f70f7777dca38b6b07e94f218799cef7e7736
REQ-000017,2026-05-27T01:25:00Z,stale_case_assignment,OFF-0124,ebff240f6e7e32e7e9713294,Constable,1,POLICE,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,LOW,ACTIVE,STALE,REC-000823,cf262bd5e958c53cf8a8e473,CASE-00198,CYBER_FRAUD,COURT_SUBMISSION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,HIGH,false,false,false,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,DEGRADED,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,bfda7d81f039e381f150b3b8f3a80af44afe88ddbe5f182240346918bd518124
REQ-000018,2026-05-27T03:18:00Z,normal_in_jurisdiction,OFF-0027,0333fdd2d35c528a38a1dbe4,Head Constable,2,POLICE,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,LOW,ACTIVE,ASSIGNED,REC-000108,12044d787ebe89f0a9bd0dff,CASE-00151,CYBER_FRAUD,CASE_DIARY,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,false,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,ba4ddf247d958410df3b395abcce57f7fa6b72d35286d5f10ea732c7b7aa17c3
REQ-000019,2026-05-27T03:48:00Z,revoked_credential,OFF-0214,4abc3e055d213fe06ce85aef,Sub-Inspector,3,POLICE,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000036,19c0033126dabf1c18a8e634,CASE-00222,MISSING_PERSON,JUVENILE_RECORD,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,false,false,true,true,INVESTIGATION,VIEW,false,false,MISSING,AFTER_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,ee22ce0de6a0be6d17683a496b80d12b465194d04fc1395147290328507aefe6
REQ-000020,2026-05-27T05:40:00Z,cross_jurisdiction_sensitive,OFF-0072,012f7330673a61c61f1d0ef9,Prosecutor Liaison,4,PROSECUTION,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000226,48758dbc1a6f7f4934133647,CASE-00252,MISSING_PERSON,FORENSIC_REPORT,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,HIGH,false,false,false,false,OPEN,ACTIVE,false,false,true,true,SUPERVISION,DOWNLOAD,false,false,PRESENT_VALID,AFTER_HOURS,DEGRADED,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,960517b6dd5ed4a9e5b274f9717f5a18da4dda6d6c7708197b2c746d2d7c1398
REQ-000021,2026-05-27T04:12:00Z,normal_in_jurisdiction,OFF-0023,7dd10e346a2e773cbf9da071,Sub-Inspector,3,POLICE,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000814,5820681615acad6176f4144a,CASE-00082,NARCOTICS,FIR_SUMMARY,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,false,false,false,false,OPEN,ARCHIVED,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,4973876ebf075222ce8eb82760ca2f07196bc60f41c915e457a6c7573e589f91
REQ-000022,2026-05-27T02:34:00Z,cross_jurisdiction_sensitive,OFF-0141,69b61a8c9ab3b270d0f7db2e,Station House Officer,5,POLICE,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,ACTIVE,NOT_ASSIGNED,REC-000635,9ef7805d5e451525d9e7038e,CASE-00177,MISSING_PERSON,JUVENILE_RECORD,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,false,false,false,true,FORENSIC_REVIEW,VIEW,false,false,PRESENT_VALID,AFTER_HOURS,STATION_NODE_DOWN,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,9ad2c56ee5831d2053fd92e2b82a0022a59629bfc70351db6007bdea0b29bfbf
REQ-000023,2026-05-27T01:09:00Z,sealed_record,OFF-0077,956b1c8673c706b9098bdcd1,Station House Officer,5,POLICE,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,ACTIVE,NOT_ASSIGNED,REC-000041,57feb3c60423fddfa0461895,CASE-00084,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,false,false,false,true,SEALED,ACTIVE,false,false,false,true,COURT_PRODUCTION,VIEW,false,true,PRESENT_VALID,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,a89d15d2eae699a6fc83b4dc67808bf56629ead6d3471f8f33cbc7a20f44304a
REQ-000024,2026-05-27T06:48:00Z,random_context,OFF-0090,721eda836388e57ee154e383,Cybercrime Officer,4,CYBERCRIME,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,SUSPENDED,NOT_ASSIGNED,REC-000071,1ce4791bcfe4088122f5f137,CASE-00338,VIOLENT_CRIME,CYBERCRIME_COMPLAINT,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,HIGH,false,false,false,false,OPEN,UNDER_REVIEW,false,false,true,true,SUPERVISION,DOWNLOAD,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,0afa071a8563338ad1ee8b7b7a0c8437b082784013e956145bafe0710304ab76
REQ-000025,2026-05-27T01:15:00Z,normal_in_jurisdiction,OFF-0152,f30bb583158115d6451ff1ba,Inspector,4,POLICE,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000675,b75e8c8b30e094fcea41d709,CASE-00247,NARCOTICS,COURT_SUBMISSION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,false,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,69145c5e240242d5a64ca119f74759731bd77def3cb8e286451341d1368ccc80
REQ-000026,2026-05-27T03:28:00Z,stale_case_assignment,OFF-0165,b2c7b3b76aeb981b1bd8756b,Constable,1,POLICE,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,LOW,ACTIVE,STALE,REC-000494,fb5fe9b5c0b2f6fb1de8118b,CASE-00342,FINANCIAL_CRIME,JUVENILE_RECORD,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,DOWNLOAD,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,97085e37b4379d6750be140edae11d7cfd9d8110d6950a447e407847c5fd4ddb
REQ-000027,2026-05-27T06:18:00Z,expired_approval_token,OFF-0035,6d2396ea39d60a2c9554602a,Prosecutor Liaison,4,PROSECUTION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000180,4ee73ace57928929f1ba50f2,CASE-00297,MISSING_PERSON,FORENSIC_REPORT,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,HIGH,false,false,false,false,OPEN,ACTIVE,false,false,false,true,FORENSIC_REVIEW,APPROVE,false,false,EXPIRED,AFTER_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,ffe6402df5d2bd576458512169df38bc58cf864d5693bb353c6c29e3c384b1ff
REQ-000028,2026-05-27T01:24:00Z,court_request,OFF-0016,5d49251d25024e2ef906fcfa,Constable,1,POLICE,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,LOW,ACTIVE,NOT_ASSIGNED,REC-000779,d8c9df09b1ba5408e3849067,CASE-00249,MISSING_PERSON,CASE_DIARY,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,false,false,false,false,OPEN,ACTIVE,false,false,false,true,PROSECUTION_REVIEW,DOWNLOAD,false,true,PRESENT_VALID,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,7cb01874d8825bde2b41ca1451386aaffc0d9744b67471a265eea70c1a7c7e7f
REQ-000029,2026-05-27T06:17:00Z,stale_case_assignment,OFF-0108,f250eda449687032c1f3ce21,Constable,1,POLICE,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,LOW,ACTIVE,STALE,REC-000877,e114683a25bff76e8e848d9c,CASE-00249,MISSING_PERSON,VICTIM_RECORD,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,true,false,false,false,OPEN,UNDER_REVIEW,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,c1a93036e52096e8f35fd894a685dcc38350fdff9513a600dd72a8bd3d46354f
REQ-000030,2026-05-27T05:30:00Z,juvenile_sensitive,OFF-0202,782ce33054ac702eb25bdce6,Forensic Officer,4,FORENSIC,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,ACTIVE,NOT_ASSIGNED,REC-000152,855965ff849e31dc11494c47,CASE-00244,FINANCIAL_CRIME,JUVENILE_RECORD,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,HIGH,false,false,true,false,OPEN,ARCHIVED,false,true,true,false,INVESTIGATION,DOWNLOAD,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,cb9eecb54515b8831a9978cacb2e35580b83f649c81a455041bb41c0f5c5d06b
REQ-000031,2026-05-27T04:39:00Z,expired_approval_token,OFF-0183,95ff51d542090c1b60accce5,Constable,1,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,LOW,ACTIVE,NOT_ASSIGNED,REC-000711,d182fb36e66626609d08c673,CASE-00230,NARCOTICS,JUVENILE_RECORD,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,CLASSIFIED,false,false,true,false,SEALED,UNDER_REVIEW,false,true,true,false,PROSECUTION_REVIEW,VIEW,false,false,EXPIRED,BUSINESS_HOURS,DEGRADED,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,f96a872db56b0aa9f9c86f4490a3d294215ba439b13eb7663e5ce02aaf525d67
REQ-000032,2026-05-27T07:28:00Z,random_context,OFF-0086,90740f6d12084e4c579f3454,Sub-Inspector,3,POLICE,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000132,3c448fe6bc8192a79adae014,CASE-00314,FINANCIAL_CRIME,EVIDENCE_MEDIA,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,CLASSIFIED,false,false,false,true,OPEN,ACTIVE,false,false,false,true,SUPERVISION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,de8b6cc8df6ee14e1f6f5f60c08f19ed644e2af5fe064139d183f24a4df33de4
REQ-000033,2026-05-27T09:21:00Z,normal_in_jurisdiction,OFF-0166,b6791729f7de52114f8f5aba,Station House Officer,5,POLICE,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,HIGH,ACTIVE,ASSIGNED,REC-000693,68e25cbf0ce0354dd255dd0e,CASE-00183,MISSING_PERSON,FORENSIC_REPORT,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,false,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,048a1d158b730555482dafd789a6fd6bc69ac7ac7512a3d13220a56d974b8c7c
REQ-000034,2026-05-27T03:58:00Z,juvenile_sensitive,OFF-0145,733b1499389b250473119b5c,Inspector,4,POLICE,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000245,e2ff4d5969aefec4bef47d9d,CASE-00259,JUVENILE_PROTECTION,FORENSIC_REPORT,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,HIGH,false,false,true,false,OPEN,ACTIVE,false,false,true,true,SUPERVISION,VIEW,false,false,PRESENT_VALID,NIGHT,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,18f812f0d6ac1c808d9a4461e32de8ed1871e29a11ee6c2cf633052b918dbba1
REQ-000035,2026-05-27T07:00:00Z,expired_approval_token,OFF-0150,b012e7e4d1319033c362fb26,Prosecutor Liaison,4,PROSECUTION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000288,9fce236a36075cd6bcd8860b,CASE-00154,JUVENILE_PROTECTION,WITNESS_STATEMENT,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,HIGH,false,true,true,false,OPEN,ACTIVE,false,false,true,true,PROSECUTION_REVIEW,VIEW,false,false,EXPIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,fae3a97370bd91752b33c7478addfe650d290c62236ff30375350050b273cee3
