officer_id,officer_hash,role,rank_level,station_id,district_id,state_id,agency,clearance_level,credential_status,is_supervisor,cyber_training,forensic_training,prior_request_count,recent_denied_count,assigned_case_ids,synthetic_only
OFF-0015,69527641f80b28a01bb229b7,Constable,1,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,40,6,CASE-00261|CASE-00307,true
OFF-0016,5d49251d25024e2ef906fcfa,Constable,1,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,true,27,0,CASE-00088|CASE-00210|CASE-00287|CASE-00316,true
OFF-0017,81f27590363500d418d0fc7b,Sub-Inspector,3,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,20,4,CASE-00075|CASE-00144|CASE-00229|CASE-00286,true
OFF-0018,f8755a48fce2988e7e892881,Constable,1,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,false,true,40,2,CASE-00029|CASE-00085|CASE-00101|CASE-00122|CASE-00123|CASE-00156|CASE-00355,true
OFF-0019,43619f9291295cde078ede73,Constable,1,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,true,false,47,1,CASE-00001|CASE-00159|CASE-00164|CASE-00233|CASE-00329,true
OFF-0020,fcd532f0d95281220fe7337b,Station House Officer,5,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,HIGH,ACTIVE,true,false,false,49,4,CASE-00087|CASE-00114|CASE-00120|CASE-00173|CASE-00227|CASE-00321,true
OFF-0021,d58ac64e32ce6bc751285238,Sub-Inspector,3,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,10,6,CASE-00066|CASE-00070|CASE-00157|CASE-00242,true
OFF-0022,cdb37082bd33066e73ce6a23,Constable,1,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,55,7,CASE-00002|CASE-00020,true
OFF-0023,7dd10e346a2e773cbf9da071,Sub-Inspector,3,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,33,8,CASE-00082|CASE-00199|CASE-00320,true
OFF-0024,c5766246d7388485ac5c149e,Constable,1,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,57,5,CASE-00009|CASE-00090|CASE-00119|CASE-00192|CASE-00238|CASE-00256,true
OFF-0025,7fa77f7b07565190b1b9a0af,Head Constable,2,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,25,0,CASE-00132,true
OFF-0026,1744a4b8e7d09467e6ea7495,Constable,1,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,false,false,57,0,CASE-00047,true
OFF-0027,0333fdd2d35c528a38a1dbe4,Head Constable,2,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,true,35,8,CASE-00151|CASE-00247|CASE-00278|CASE-00356|CASE-00357,true
OFF-0028,8ec325482a0f9259719128c5,Prosecutor Liaison,4,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,false,30,7,CASE-00097|CASE-00107,true
OFF-0029,1f84d906e82c7901ab98337e,Cybercrime Officer,4,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,CYBERCRIME,HIGH,ACTIVE,false,true,false,36,7,CASE-00153,true
OFF-0030,02df4864bc93f0037e94de95,Sub-Inspector,3,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,40,0,CASE-00013|CASE-00021|CASE-00071|CASE-00196,true
OFF-0031,12eb6ff70063628bed70540f,Sub-Inspector,3,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,29,5,CASE-00091|CASE-00216|CASE-00252,true
OFF-0032,087843a059da3833acdab60b,Head Constable,2,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,12,2,CASE-00102|CASE-00164|CASE-00329,true
OFF-0033,4f04697319f636cd795e5d1b,Senior Superintendent,6,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,false,false,53,2,CASE-00070|CASE-00340,true
OFF-0034,9f1a046129b76f0cd0f13803,Sub-Inspector,3,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,32,5,CASE-00009|CASE-00181|CASE-00238|CASE-00256|CASE-00360,true
OFF-0035,6d2396ea39d60a2c9554602a,Prosecutor Liaison,4,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,false,true,36,5,CASE-00016|CASE-00042|CASE-00108|CASE-00118|CASE-00120|CASE-00173|CASE-00223|CASE-00321,true
OFF-0036,d3ba9e82379b9a1fa09b884a,Inspector,4,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,15,7,CASE-00165|CASE-00205|CASE-00309,true
OFF-0037,61f9c30ebf940f606c1a2520,Inspector,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,REVOKED,false,false,true,7,0,,true
OFF-0038,ed345e57c83b3d1c5b2c2660,Inspector,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,34,2,CASE-00002|CASE-00020,true
OFF-0039,b0f05da9786602e3afcbd606,Forensic Officer,4,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,55,0,CASE-00235|CASE-00348,true
OFF-0040,c5c5b540de8f1dde6964dc89,Sub-Inspector,3,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,REVOKED,false,false,false,45,0,,true
OFF-0041,6adbebf965a8665f8e3dd8db,Station House Officer,5,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,18,2,CASE-00008|CASE-00044|CASE-00127|CASE-00152|CASE-00203|CASE-00220|CASE-00297|CASE-00298|CASE-00348,true
OFF-0042,4bdedd9e1ddefe7a1e6434d1,Sub-Inspector,3,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,12,0,CASE-00159|CASE-00176|CASE-00202|CASE-00268|CASE-00315,true
OFF-0043,d4da98f8bbaf8c84670817a6,Inspector,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,19,7,CASE-00093|CASE-00171|CASE-00248|CASE-00310,true
OFF-0044,e35d3d5ab37a57023a757cf4,Head Constable,2,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,true,false,35,4,CASE-00026|CASE-00068|CASE-00137|CASE-00150|CASE-00189|CASE-00264,true
OFF-0045,1abb810c99dd60558b095f4d,Inspector,4,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,REVOKED,false,false,false,51,7,,true
OFF-0046,ceb8bb971ba08b4df678d1fa,Constable,1,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,9,7,CASE-00060|CASE-00062|CASE-00073|CASE-00188,true
OFF-0047,6734000e8363d6ae298dddfd,Head Constable,2,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,true,58,3,CASE-00048,true
OFF-0048,871e4c8cc36e0fafb27ef560,Sub-Inspector,3,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,1,0,CASE-00104|CASE-00121|CASE-00184|CASE-00186|CASE-00194|CASE-00201|CASE-00270|CASE-00336,true
OFF-0049,e48c526210cf797e3886d5ef,Station House Officer,5,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,11,4,CASE-00165|CASE-00309|CASE-00343,true
OFF-0050,1df1233ec54fa0732a43c292,Head Constable,2,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,47,5,CASE-00057|CASE-00140|CASE-00222,true
OFF-0051,316e4edba94c2b3868db8ac7,Sub-Inspector,3,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,25,8,CASE-00025|CASE-00337,true
OFF-0052,0c912fab59a9f46b26c259dd,Sub-Inspector,3,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,POLICE,MEDIUM,SUSPENDED,false,false,true,8,7,,true
OFF-0053,5250e04b75f9aa481b9f2c6e,Constable,1,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,1,7,CASE-00003|CASE-00084|CASE-00136|CASE-00155|CASE-00174|CASE-00178|CASE-00211|CASE-00218|CASE-00231|CASE-00239|CASE-00258|CASE-00269,true
OFF-0054,100ec956e3b5dce60e3db6a6,Sub-Inspector,3,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,32,1,CASE-00037|CASE-00138|CASE-00302,true
OFF-0055,e246494264abad2f32845507,Station House Officer,5,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,26,2,CASE-00044|CASE-00152|CASE-00203|CASE-00220|CASE-00235,true
OFF-0056,614c14e8c660d73ace97d265,Constable,1,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,POLICE,LOW,ACTIVE,false,true,false,21,0,CASE-00080|CASE-00101|CASE-00122|CASE-00129|CASE-00281,true
OFF-0057,cf4f97b5eda3195f8d5d3726,Constable,1,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,3,0,CASE-00003|CASE-00092|CASE-00117|CASE-00136|CASE-00174|CASE-00178|CASE-00211|CASE-00218|CASE-00239|CASE-00258|CASE-00271|CASE-00276|CASE-00284|CASE-00350,true
OFF-0058,b9583c7e99cc3289ea585d73,Constable,1,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,true,true,28,3,CASE-00078|CASE-00124|CASE-00234|CASE-00337,true
OFF-0059,abdf3e234ce3687605069a60,Head Constable,2,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,LOW,ACTIVE,false,false,true,0,4,CASE-00309|CASE-00343,true
OFF-0060,f1cd31d43c526f5a63bbd87e,Inspector,4,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,true,35,1,CASE-00168|CASE-00235|CASE-00297|CASE-00324|CASE-00348,true
OFF-0061,86505bfb457a23f7a0108287,Prosecutor Liaison,4,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,PROSECUTION,MEDIUM,ACTIVE,false,true,false,50,8,CASE-00188,true
OFF-0062,318fd1a9b080d018ffb85691,Forensic Officer,4,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,SUSPENDED,false,false,true,23,2,,true
OFF-0063,d57f9cfca107b054602e3afe,Forensic Officer,4,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,44,0,CASE-00001|CASE-00083|CASE-00233,true
OFF-0064,7eb01572e4f979827683d0ca,Sub-Inspector,3,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,11,5,CASE-00163|CASE-00207|CASE-00217|CASE-00262|CASE-00265|CASE-00308|CASE-00339|CASE-00341|CASE-00349,true
OFF-0065,6d335433b612a148a4921389,Forensic Officer,4,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,34,3,CASE-00116|CASE-00179|CASE-00243|CASE-00290|CASE-00299|CASE-00344,true
OFF-0066,a07f98edb4eac55d9fa73ffe,Inspector,4,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,49,7,,true
OFF-0067,81023882823dba8b6e04e6a8,Inspector,4,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,16,0,CASE-00006|CASE-00106|CASE-00208,true
OFF-0068,fe7f0fee4990978ba985ec2d,Cybercrime Officer,4,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,true,45,1,CASE-00113|CASE-00285,true
OFF-0069,ecaec2b1bb689d9a6ebf8cca,Constable,1,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,LOW,REVOKED,false,false,false,23,2,,true
OFF-0070,73b99e563b8590d8f1f3488f,Sub-Inspector,3,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,7,8,CASE-00041|CASE-00143|CASE-00226|CASE-00245|CASE-00358,true
OFF-0071,b43730f9ee11d476cccd1130,Senior Superintendent,6,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,ACTIVE,true,false,false,48,4,CASE-00062|CASE-00140|CASE-00188|CASE-00222,true
OFF-0072,012f7330673a61c61f1d0ef9,Prosecutor Liaison,4,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,false,false,59,7,CASE-00237|CASE-00273|CASE-00290,true
OFF-0073,7e2b88d260bb5ef29585a94e,Cybercrime Officer,4,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,CYBERCRIME,HIGH,ACTIVE,false,true,false,43,2,CASE-00198,true
OFF-0074,0cef9a18606529b664cb0b3f,Sub-Inspector,3,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,true,26,2,CASE-00097|CASE-00107,true
OFF-0075,b4d11e5f08de15f8b7a05319,Constable,1,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,true,false,52,4,CASE-00011|CASE-00064|CASE-00219|CASE-00253,true
OFF-0076,ce1b63fb3ee51890894fc213,Forensic Officer,4,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,FORENSIC,HIGH,ACTIVE,false,false,true,17,0,CASE-00050|CASE-00104|CASE-00121|CASE-00184|CASE-00194|CASE-00270|CASE-00336,true
OFF-0077,956b1c8673c706b9098bdcd1,Station House Officer,5,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,HIGH,ACTIVE,true,false,false,42,5,CASE-00023|CASE-00075|CASE-00144|CASE-00172|CASE-00286|CASE-00346,true
OFF-0078,006fa23a737e20e3625debb8,Inspector,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,13,7,CASE-00031|CASE-00034|CASE-00038|CASE-00095|CASE-00128|CASE-00147|CASE-00149|CASE-00267,true
OFF-0079,769c0f71f92a8b49e252746c,Sub-Inspector,3,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,42,0,CASE-00170|CASE-00259|CASE-00277|CASE-00283|CASE-00354,true
OFF-0080,8d450ebb6d2a4135d240f974,Head Constable,2,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,25,6,CASE-00018|CASE-00131|CASE-00180|CASE-00256|CASE-00300,true
OFF-0081,e432fb8e9e7dd060765bcd20,Prosecutor Liaison,4,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,false,false,28,0,CASE-00032|CASE-00036|CASE-00075|CASE-00144|CASE-00167|CASE-00172|CASE-00190|CASE-00229,true
OFF-0082,ad021cf14b60633e375d65f6,Prosecutor Liaison,4,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,PROSECUTION,MEDIUM,ACTIVE,false,false,true,54,8,CASE-00167|CASE-00229|CASE-00286,true
OFF-0083,eab5f274c3e036f9a382d87d,Senior Superintendent,6,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,POLICE,CLASSIFIED,ACTIVE,true,false,false,30,6,CASE-00003|CASE-00012|CASE-00092|CASE-00117|CASE-00174|CASE-00178|CASE-00211|CASE-00218|CASE-00231|CASE-00239|CASE-00276|CASE-00280|CASE-00284|CASE-00350,true
OFF-0084,71f10fb896bfac44fed3436e,Inspector,4,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,43,1,CASE-00005|CASE-00010|CASE-00013|CASE-00022|CASE-00071|CASE-00196|CASE-00359,true
OFF-0085,17c3357ea795f04352db1db0,Constable,1,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,45,4,CASE-00011,true
OFF-0086,90740f6d12084e4c579f3454,Sub-Inspector,3,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,34,8,CASE-00033|CASE-00069|CASE-00135|CASE-00175|CASE-00200|CASE-00230|CASE-00282|CASE-00327,true
OFF-0087,5226641dfbffc5688ec0818a,Constable,1,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,true,false,45,2,CASE-00009|CASE-00051|CASE-00090|CASE-00181|CASE-00300,true
OFF-0088,aba84a984ee3606ae0d30a0a,Station House Officer,5,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,HIGH,REVOKED,true,false,false,41,3,,true
OFF-0089,1dfcf9ccdf6fab5303a9e921,Sub-Inspector,3,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,41,4,CASE-00018|CASE-00051|CASE-00180|CASE-00192|CASE-00238|CASE-00256|CASE-00360,true
OFF-0090,721eda836388e57ee154e383,Cybercrime Officer,4,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,CYBERCRIME,HIGH,SUSPENDED,false,true,false,21,3,,true
OFF-0091,516e122c203e5dd62fd9ee93,Constable,1,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,true,false,48,6,CASE-00113|CASE-00187,true
OFF-0092,29e63067f87e22c26e60f375,Forensic Officer,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,FORENSIC,HIGH,SUSPENDED,false,false,true,14,6,,true
OFF-0093,9764196f496c1b6c2299d105,Sub-Inspector,3,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,33,3,CASE-00048|CASE-00096|CASE-00097,true
OFF-0094,85642e8c300a0dccea130cc9,Sub-Inspector,3,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,50,4,CASE-00185|CASE-00302,true
OFF-0095,3a0f3bfd087110a0cbe914c5,Inspector,4,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,3,8,CASE-00005|CASE-00013|CASE-00022|CASE-00045|CASE-00071|CASE-00076|CASE-00158|CASE-00318|CASE-00326|CASE-00359,true
OFF-0096,cd7bb6b37a4bf493a6fadfea,Sub-Inspector,3,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,MEDIUM,ACTIVE,false,true,false,43,6,CASE-00078|CASE-00124,true
OFF-0097,0de9124a7d38c17a328e4497,Cybercrime Officer,4,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,41,2,CASE-00074|CASE-00183|CASE-00206|CASE-00294|CASE-00313,true
OFF-0098,a2651cd5c21b20cc4d4edc22,Sub-Inspector,3,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,true,false,43,8,CASE-00252|CASE-00312|CASE-00330,true
OFF-0099,058b6ca906f6f017cad2b2fa,Head Constable,2,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,false,false,20,0,CASE-00072|CASE-00116|CASE-00179|CASE-00273|CASE-00299|CASE-00304|CASE-00323,true
OFF-0100,071c750c420d0b5f044d6ae7,Forensic Officer,4,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,28,7,CASE-00020|CASE-00081|CASE-00232|CASE-00272,true
OFF-0101,3d428018fa91d9e32fcf8296,Constable,1,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,ACTIVE,false,false,false,15,8,CASE-00088|CASE-00130|CASE-00316|CASE-00319,true
OFF-0102,cac9c828654d5e683b80f1e7,Sub-Inspector,3,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,14,0,CASE-00018|CASE-00051|CASE-00131|CASE-00180|CASE-00192,true
OFF-0103,b9a151dcbadde0404b02e5b7,Constable,1,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,27,0,CASE-00086|CASE-00115,true
OFF-0104,bacbc9ea0ca5c88caca1fb35,Prosecutor Liaison,4,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,PROSECUTION,MEDIUM,REVOKED,false,false,false,34,4,,true
OFF-0105,acd11cf62713639d9ec501cd,Sub-Inspector,3,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,true,false,33,0,CASE-00050|CASE-00098|CASE-00184|CASE-00186|CASE-00336,true
OFF-0106,2deed09bfdff4831b0bfcd1c,Sub-Inspector,3,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,11,5,CASE-00216|CASE-00312,true
OFF-0107,fb4c90a703ac874dae2f1454,Head Constable,2,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,22,8,CASE-00028|CASE-00052|CASE-00061|CASE-00139|CASE-00213|CASE-00291,true
OFF-0108,f250eda449687032c1f3ce21,Constable,1,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,12,1,CASE-00157|CASE-00166|CASE-00242|CASE-00260,true
OFF-0109,71ae00fed2507668078d658b,Sub-Inspector,3,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,27,7,CASE-00104|CASE-00186|CASE-00270,true
OFF-0110,7ea4c7cce178f9ad9715431c,Sub-Inspector,3,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,24,5,CASE-00259|CASE-00277|CASE-00283|CASE-00354,true
