request_id,target_record_hash,record_pointer_id,payload_hash,ciphertext_hash,storage_node_id,encryption_key_id,decision_hash,explanation_hash,policy_version_evaluated,block_number,block_hash,event_commitment_hash,pointer_commitment_hash,synthetic_only,raw_record_included
REQ-000011,013db09002c5359870535b51,2e2ac9a056b9d38d5ca25b36,a684b83604e5c15b12cc17d1105fb27dfed23be0c73f1aec0758cea7442547d3,fb47cbdcdad3d34287af31a680f24ca24bbf0eb59b00e6f0705bdfae3ee24654,STATE_POLICE_RECORD_VAULT_A,demo-key-a27e431d0ad1,af21565731a079950f703995528280d00f08e05c188951432d6dc9948aebae43,512995722a7b064e05592d4b39c8b12be0f06005f5f0e007bfeeb281216d2796,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,2b6710d381bb922e69f20ab7cb3036f22932a796e1680c13941c484912c713a6,3d3cd7e72367e7eaa5b2f894dda47bfe25342a3e0c921caf78a4950e757ec547,true,false
REQ-000012,202493a89eae5b6458ec7ff8,ff14482635d6ecfb53a8f23a,bddbebd05956072b420c2e49234ff5c8eced54594a880636cd8afb9eaafcb143,a689637a60502fcfc6d491a0b61b9fff67a812f5f3e74f7e6bfda6b82acdd1cd,STATE_POLICE_RECORD_VAULT_A,demo-key-2f8689b230b2,5cd6ffc0148c4a6333aef7197817e994a1e21b751f204e972ebbbde709eeab27,30672bdfd17c1220c7afaab33fd9aae4b6b22a11f5156c894afd11291a51d7cb,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,68213ea3844933a152bf0b3cbbfccc2a7db303ffb2dc496972c7c22d2e3cfc8b,612dc116df7cef607a8ac4bbc7cf95051a40344d35ff4b76f396d3cb91dce2d7,true,false
REQ-000013,fb5fe9b5c0b2f6fb1de8118b,49c8948a3804bbf816fe35d7,d7a65a9480f1adac3f8a56afcefea37803690af9f10f0b74fddb90ddb390095c,b5a9b5016a079437856de0c62c5e1822b38e429e8aaa4413e864d40a1c2d918a,STATE_POLICE_RECORD_VAULT_B,demo-key-a24a960f31e9,b0d89f32211abaa2a042de0f236de484614cfe8984acc9eabcfd2eef0ad60918,4086873db8698b3a5f06fe81677f026c31168e37140127c4970fcfbbe9905362,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,4f64f406211f6d440b2968395293e26ba10f3884812aafe3f8e36641d337060f,64c4650776cb634983285378619c6b1dea824492625ef72e29f12294d80e4588,true,false
REQ-000014,318f5250c892dade4a4047ee,5855928c4b5552319f80bb30,28db917af5a9ac08f2ad8920d19193753ade95d26f9799e97586c1fec61384f3,9777601a74285350c8be1397a26807eea6dd36fdb2103a00879ebf2f71f0ea59,STATE_POLICE_RECORD_VAULT_A,demo-key-a24a960f31e9,9c69d67ef4e23edbeed006bf73c91c8a9887a93510c32f30fd582e2af74f4436,b767bb37458eea08e5b359055db22ccfbace24031b320bcec0a682699237572b,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,c3100ad95944947e52273f5ad255b34289a05e21bb4ad7d5343f43a173454e0a,3bc45a3925dcc6f69525aef4669dc36fc54b8294d301af86a41ced0c0198d264,true,false
REQ-000015,0e1d97f5f0e6ea3b9c5ccb7f,6f7484cd18c5e905f17ff129,41ec29fef26747021bc647427353a0905c527219b4ba792b77925fc39eab5ef0,ddb36e28d4a2a99a8209317f763252779d800349fdca102065db6db1b24692f0,STATE_POLICE_RECORD_VAULT_B,demo-key-a27e431d0ad1,550332a8d72d2d94337c42b8f015753eddd7baa962af200d12359c2af90839d2,392ccb1844f7b549f1ab6aea044c7a5eefc3815496013f2f94b3c58373087381,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,492790fb10e6ff380584f97637c489590723dd719f301f8965f248b03bf40801,05150d0c9ce857507c275f990acaaff5c88ce040e33c05f328e57842fcf64d90,true,false
REQ-000016,865e1a4e9bd8f6f99acdf7fe,719deaf3afa9b090fc97ae26,6eb67e65d279085bb0022aeac9ba0f48f10a6d0d15b7bdc6b71b75c5c767ed45,90cc6b7cad5d9da9d87e01a033139ef2e6513a3c736eff808235f982644b4428,FORENSIC_RECORD_VAULT,demo-key-a27e431d0ad1,900b97366af9ebb0f0650dc57eb96a9426e80a5b993886f981986b52e0651c45,37dfe3e0842c849e03a49acde51238d43c725db817df1cf09c9a4122e0235fcf,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,21adcacec31e7db1a28a8d324433d242d8eee20d2b6e272e9b9347c656a2b0eb,0625cb545e394ffb9ee2979beeb0b6fe1e11acef8e8f445fbbe129f0d2fd8304,true,false
REQ-000017,d87443e05911b2d34de3a269,e7983828086ee0be6477babf,677ffee087e60cdc66fbcf8a39d4adfe8780f80e3ad217922129a85435ab47f2,9ce61f30a464c9c38634d015542a7d8a43d197ec2c9c39fa23f82457b8fc1560,STATE_POLICE_RECORD_VAULT_A,demo-key-a27e431d0ad1,9d6faeaa9d90744b84b4ca6248c14eaae43b82c95ac201a8f2d31dca887760b3,7c64426c6bda43abbd625fbd8ccc9c92e9838dc8ce9c76a3e358143dd770ad55,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,47d58b5ed752dadaab949389dcbc49e20b24720c869cdec746cba4409dafc8e0,8f78c069671ef14d109f6b457d8c6b67ccacd42bb0a7391384792bf32eff3666,true,false
REQ-000018,035947ce158c415bf5e8b231,990c4db8e6fb9888d5e4b9ee,ea7786e09f96824a3fbd29f6f86fbc086df148b438afa2b2a8965d088b088f21,c090073a6d6cc516287e430cfd3e83339d3715c0f05255ac19c283920e23821d,FORENSIC_RECORD_VAULT,demo-key-a24a960f31e9,75e6ca7b2d7a30f6557edcac9fca80d957e793252a1edbae5139c9653b5bc0cc,bac6c2608c298bd79cb160d9db67bc7aa2fae3dbde2fd0f170963ae22dde13cc,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,f48cd0359b92eaf8eb4dbb702c4fc2b87c854a81260bf51a7e52788c66f63e53,9ec901a8997a9e9efcce9f963f5f42cd0e52f7bf545630d89ac1ed79b5177a7e,true,false
REQ-000019,855965ff849e31dc11494c47,f9d62cf0011e2f4af846a8ea,1672400a0577c8ac45a6bbd628edd27e9e43236294e70297b951d9e3f65347d3,59aa24bd23e42b159883b12e25fc5185f6fab7fa44346fc13362a560fa47affd,PROSECUTION_RECORD_VAULT,demo-key-a24a960f31e9,e5abc9d59c2b341514adeff791f9a964c7def5539066ee43dd80a0772ffc2080,acd684221bb306c021dfcdce6ad1d5f76b965578fe23c3e061af012c2230cc44,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,e706a48a9f9e0ac5f54fb87e7f03463182d9ee41863300e7044c3bcc09147c6a,5d9e71d6046fbb7bad184591c8a66ac05d5d0f38ea8c5baaffcbfeed30d6142a,true,false
REQ-000020,de8ed503b092aff04a4f6676,a5e2220499b8d82e7484afa7,c11086fcbb8ad16a8fe53b2f68a03868c612b7ec2f135f6e8e5e3976a71d22ed,2ebb787f5d90f5e17d37106e584086a87a915ff1384af932063e79482012ac04,PROSECUTION_RECORD_VAULT,demo-key-2f8689b230b2,1edde7b6f4d5fb400bbf210b6c4227aac93df34082afd832613f76233bb49b82,0116a129438f5f17e52f0a883f49db745d3cacbfc9d331e8bf6e0b4611344e33,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,66d1125afa6b8def3fce04ed9cb5013ee321e51a46488e2dcdae24fa0c881f5c,3ae5a4cb6992bb5b229ff4276cc9e85360049c9693a7ff0b025c8beb7d266f1e,true,false
REQ-000021,abfd23e434f0f6d490ebb742,5b76183de874918c71d2d438,4da089fc077dfa0aaa7b0c147983e7bc75f1a4b3b41df4c1d58e4e455936cb8a,f2fa315febb0cc0997ceaaea2d718cd1dd59cef16686c8d5bb66beaa51c208bb,STATE_POLICE_RECORD_VAULT_A,demo-key-a24a960f31e9,6d6696ffd7739375e4a7ab5f2ed4156c316691de090fc27d047b0ba087456c37,b52289a23857baf4e5ff5929df4a288851f60f6fcfb6ad36b1c2a6b8fab6377d,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,tampered_16b9d89c310934a36e242407877d960f0f8c8537178c8b67dd46fdb,4ab6d314dddf7bba5f511b79129310dd2cd8012b4f2a09b32c7fd31c57889ffa,true,false
REQ-000022,3de35c117f9aa817f83b27dd,8f59545a2c223fbb06913cd3,314aa9718e2d80a226b1e94a702d08582a7aaba6e78b399306277e00264fbc24,c2e8e75e7c2e0671114d3ac3a988e00024096c989a5782ee0304c222447fc699,STATE_POLICE_RECORD_VAULT_B,demo-key-2f8689b230b2,8907ea85ba8b2dc2bcea9415958d637ee59b11e6086f92f12fa947d51a277e53,4e10fb6c82b81ff12f19bc7bb8b805797f4b2b64b4f87b3abb02f325eb991e8d,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,16c679d42d542f4bbecd49a3e34179f1049c8ecbfd4d5adfdfb7d54438294fd4,b63764720a16490c1e3634d5d660e9911d7ebbc07424c1735314055a8afac1e5,true,false
REQ-000023,83adebd0920663713a0e1b4b,7e12945a3038ca1f89e62153,457c3dd168159345b26f36653d9259d9ad509f091af0412e5faffc1e4756ac17,ae19e86d2818b5d05a03300a191d8e8cadcfc0eb1fcfa9ba57b7fbad4b98db79,STATE_POLICE_RECORD_VAULT_A,demo-key-a27e431d0ad1,5b7992c4be916f7ff7cb42abcc38716a9bf3e64c97189237ec2ea225b49f2c52,14bebc66d551baf45981d85fbc08d939eff2b541b0ce3f102b8a60092e1307d7,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,5ef882014eebdf6dea7dbf5ea3dac1b6d40cae9572463c14e8c2ca4014958175,aad2c082cbd33f23dac9976415d70c0fb98c1b2b6ac809b8f0110d2246951909,true,false
REQ-000024,04bb3bbec77f28b17144322b,1ac6841b92f2572fe14d7bb8,c88d706dbc65cb2e90311425c4943172939a3c753320b160193b1ba1b11a1bb6,c08167a7a6ae4d6a1be6c12d8f622f604ae0871e832bb694dc9a5b7ed3390931,FORENSIC_RECORD_VAULT,demo-key-a27e431d0ad1,cbee32651104bae01496865128ecc6ea42c06fae6a1eacf6c1b736e37799c9b0,673d9d77665ebdcb7e0f019de75c3c41c25c9d512ad4fe53a3f8d4ddb9a2da66,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,b5d5ba318b33ea2c81037f0b6f7943990a519dddbb0a68624dff8017c7d6a028,840868e738d5d2fa2061b91c0fe94cbfe02d2b522ab62811655f5d9d113036bd,true,false
REQ-000025,6197a206f9aa2b3df21b2fe7,a43c50296a2f284be51bfb6b,7712edbf84fd5921f142b39db93eef83a966d02612c6649eaada5d94cf0fa9e8,5dd4a7bedbc407b3009ade9e5155ece66f463d32d55805bcdaaad3c53f9aaf1a,FORENSIC_RECORD_VAULT,demo-key-a27e431d0ad1,314fd39f9cf7d9ea5bbdbe58062fe9c4abde8d691e759cfa14f0676d6e0fd45b,db63a7440de01ec08efd1e8be6e8ce67840f98d5c9331790cad85eac8b104fbb,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,a75bf1a9a18e51445dc2599a12d75abcb28c7a6ef5b1555d1c57ec9413f11ed0,4ad7aeeb15a6ffd287914f7b117057010a2367526af89c1512b10aff23e79081,true,false
REQ-000026,a6e23e6abf3d2acbd2b24e0b,ac48ae61074520a4b3430aee,a222927c0122c0a45911d29593b9337447d13e2c6ecebec9c8569a95a5f54f0c,7e19b89759dced6fdd9a39afa9854c78de3ecf1b3b3e5bf6102b2036b29c41ef,FORENSIC_RECORD_VAULT,demo-key-a27e431d0ad1,fffefe3b8ddbb217881f07e7f80ac03c7e68f722e4af6185c225977cade1e1f6,2c19eeb73718a71ad1e70d14785498af013d4a483b9a54c6fc00a22585310537,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,24a4c6e0b0982d9e6a5d88fb468fecb5b99c518194de37b253c95165ea00f492,54a56fb04c9bcfd230a7e7e73d0c93b70b10ec094245c4dfe07e70bd17edfee2,true,false
REQ-000027,77d32ca0b64129acb6ad66e4,96b175919704eaf4671dedfd,1e6897ccef5599f9f39e75485c4afd36ac36d98721faaf36368fcbe09df09e87,899315203faaf636e280d5e99ee0493dea065b458ca0b1fe2d87a2774c06ae4f,STATE_POLICE_RECORD_VAULT_A,demo-key-2f8689b230b2,ad8b13770399f80bbc1c55b2820aa26308a80bc219939af7a7d5c89090cad231,0448938797da242e6328662aac5183f0b611c6ad83ebee6c5a61b3c12a7f29c9,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,19f9e217e8d13b791952830dcaee5c07f658f0c81d4e11c3dacc3312683d3ba1,96a8ce3768a075b61c00fb5f091a9bd8ee6f0929715b398a8cc38b1b4e89eb9f,true,false
REQ-000028,05c7c986bc49b426bf6cd52e,63606e89c62fe65e3bfec5bc,c57d86828c1cf1d87842d3eb2ed7c3280f586512e0618c8459c57671352a3a48,f6a3c897e21cbd6e798e1bc49bd76064035e7fede9b971043b0e0db8562c79be,FORENSIC_RECORD_VAULT,demo-key-2f8689b230b2,a8dbfa7db2d9c29d0094c145e5847ca56ff0173fefab14e644c6dc25f2413c65,ebbb4cb13db4659da948d2624cd8fab405d71997a9491a52cf9195d8863880ad,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,ade0cd23c41e913923811b00b5a6e95da71e40f0c21fac27907f33db43f314e4,bea52742c7516d9b491095164624b93f4ef699f813b3dc083cf2247876f2332f,true,false
REQ-000029,949e9506f350533dfbd08052,324e17d46e6f934f4c8cc38f,2af41eaf92ab735a5f69bab31ead191483386c7fcb6b8888b3215ec39357e900,265d265726c543c78fa8a243be19dad4b68a46ce642ed62a1b6597b8d2197e4b,FORENSIC_RECORD_VAULT,demo-key-2f8689b230b2,b1381a6c807f6f76e25080667d6ae7694012c5667b013f60a35164adcfdb0df3,520a70b7cbf85be766de887e7a14d7c5b94fad95070e46628c3a3d28aa929f38,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,9ee49722c3bd7339b289a4c9a65303cb2dce80e9edfc90223a76cda41345314b,71c304f7ad4de80a42d61dcc3c6c0296cddf46e6e1be214dc2716f41c8b2bb0e,true,false
REQ-000030,4020825f360cc30925138d2c,4c7713902dc82a56bd4b53b1,353c82d8e747bdb64a86428374a9646a43ee69cd3d2cfb4c54c387a5f67f4043,6fc477fbe16d080d43ca0adcb307e9dc71eadc3eef4e437b2ab94f416741b57d,PROSECUTION_RECORD_VAULT,demo-key-2f8689b230b2,9bb8022277fa14a0f213760354d3e9e9c0220a71525975b5ed8fb605764cdca4,312213046a28eb59b0911f26d76707a762950655ba4f4d011068fc89256cf6d3,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,a347ac210dc7802c5463a93edf2343a357395699fd53bb2dd38528c8aff64499,7e1e9662e63258856e71b8ee3d81c0c56ac170050c9f50c38842c86476848d49,true,false
REQ-000031,6e7de166bc3795238e165ca0,bad553a975fe398c21ee2d68,fdfd7c8a925771905fbdc437bc10a4962d73c60ee28f5cebbf7430ab8cf21409,3ed88a2b8786039caf1783a8082482129ada0846e74d7c6b7a96a1e5fb364e9c,FORENSIC_RECORD_VAULT,demo-key-2f8689b230b2,af4f55eb1541a59d3c6b4674cf2f4073326db40930af5da3dec25f3f9cb7d9bd,78aa850f7ddccbb44a60f183193863c8fa3bd414552142769e61b61963894d4f,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,bb44454bea8aaade59ebce8bbb460247cb8fc5ae459afefd4274023642e95e64,90a5a61fb5f2e02af01a0e329bf47181aade15fc7985c72fe530814d56739ff5,true,false
REQ-000032,16baa3e2081d8d2c21cf5879,7e1e335d45bcb4ab7e9ed4b2,042df3e778b2d1e356766b13442685bddecb8fe961b51019ab353faafa94dbbd,54cfef0462820c5c589c9e0f3b404d1d4555db1aab0090af35e48848c0505f29,FORENSIC_RECORD_VAULT,demo-key-a27e431d0ad1,0b78daf64dc6b8fdd17b91ae287e7547af479486564bd5f70d570ea9e6e2d78d,57a5cc068351445acf7c33a8751bea18ad5a9609238f81c1aeecb89b53d571f4,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,1238a7740c469d8a69342d181fcbfbac9c99825944828d152b5fecb0bfe6cc49,b8780618c00a8105e7f1075bacdcae34610937d02ce33267594a998b5440bcf2,true,false
REQ-000033,fc498ccdbed501011d0e55db,c7a5f4c5d5ff0f6c55d77a23,d3d36a52bd75e1652526cc3aefe477208e77cf7de00d0bd60b24078c65690d51,73b9b624747bbe539f39558e7a2a3915c54c2ab75c27679b059b0d3dfcc75e2b,STATE_POLICE_RECORD_VAULT_B,demo-key-2f8689b230b2,eff19ef288b52ba943f97eb37337a0744d184548c04c4b101368509b9b9e983a,e18dd19ce768be3492cce9fa43b4196180c6591bdb7e95cbc44bbf39dfbf4535,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,27a05a87f6d308b969d939e85b8b41f6e14c1f008b47daa6f98b2ec09bcc2b62,d8ef2773d217bb291cc7ce21335cc4eafb3c3ed75fd627d10eb35f1704585a3a,true,false
REQ-000034,62c4bd5e3c46d322ca954d3d,b6062baf2b851e9e9fd94bea,2b6d7963537ed3f91995340384b021aaeb9ac8d9dad0e5fe38cd343ce14a5604,305794109d06e3902bb6b6c7cc85214a66866897e68f23f93f34c0bbd7ed9b94,FORENSIC_RECORD_VAULT,demo-key-a24a960f31e9,e8b152c910580a7e5038510dcccfb885970cb24f08e7801b9864d97804f85c46,f04e54c8eab596ec7c769e622f40ad8fa96030334ff1448992d781327fbfe0e9,P-2026-05-STEP2-ORACLE,1,25956a462e692962509682da0d828e8068b3cd4e05b3b881e9758433238ed7b1,a0b45a2ae9a312c8765231e4e922d58250b31271ed89cb4c8a6b1dbdbf21d408,fdc2edad36a02b7616d32b1dbd44b9bb6a0f541680dede553b3a7f4e63d2915d,true,false
