case_id,case_type,case_status,originating_station_id,district_id,state_id,sensitivity_hint,assigned_officer_ids,synthetic_only
CASE-00022,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0196|OFF-0197,true
CASE-00023,CYBER_FRAUD,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,OFF-0048|OFF-0148|OFF-0011|OFF-0097,true
CASE-00024,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0133,true
CASE-00025,CYBER_FRAUD,OPEN,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0137,true
CASE-00026,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0003|OFF-0170,true
CASE-00027,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0120|OFF-0095|OFF-0051|OFF-0194,true
CASE-00028,GENERAL_THEFT,OPEN,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0235,true
CASE-00029,MISSING_PERSON,COURT_PENDING,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0237|OFF-0161,true
CASE-00030,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0172|OFF-0115|OFF-0183|OFF-0002,true
CASE-00031,NARCOTICS,CHARGESHEETED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0174|OFF-0164|OFF-0177|OFF-0093,true
CASE-00032,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0105,true
CASE-00033,NARCOTICS,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0235|OFF-0133|OFF-0176,true
CASE-00034,JUVENILE_PROTECTION,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0166|OFF-0104,true
CASE-00035,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0175|OFF-0099|OFF-0082,true
CASE-00036,NARCOTICS,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0139|OFF-0199,true
CASE-00037,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0065|OFF-0052|OFF-0205,true
CASE-00038,GENERAL_THEFT,CHARGESHEETED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0217|OFF-0100|OFF-0111|OFF-0073,true
CASE-00039,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0166|OFF-0034|OFF-0068,true
CASE-00040,MISSING_PERSON,CLOSED,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0231|OFF-0049|OFF-0117,true
CASE-00041,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0118,true
CASE-00042,FINANCIAL_CRIME,CHARGESHEETED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0175|OFF-0199|OFF-0099,true
CASE-00043,GENERAL_THEFT,CLOSED,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0170|OFF-0008|OFF-0109|OFF-0222,true
CASE-00044,CYBER_FRAUD,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0110,true
CASE-00045,GENERAL_THEFT,OPEN,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0181|OFF-0094,true
CASE-00046,MISSING_PERSON,CLOSED,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0203|OFF-0022|OFF-0081,true
CASE-00047,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0067|OFF-0238|OFF-0153,true
CASE-00048,GENERAL_THEFT,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0165|OFF-0149|OFF-0106,true
CASE-00049,CYBER_FRAUD,COURT_PENDING,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0052|OFF-0205|OFF-0065,true
CASE-00050,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0103|OFF-0147|OFF-0074|OFF-0236,true
CASE-00051,VIOLENT_CRIME,OPEN,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0170|OFF-0003|OFF-0140,true
CASE-00052,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0014|OFF-0039|OFF-0042|OFF-0178,true
CASE-00053,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0235|OFF-0184|OFF-0133,true
CASE-00054,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0033|OFF-0186|OFF-0114|OFF-0192,true
CASE-00055,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0036|OFF-0122,true
CASE-00056,GENERAL_THEFT,OPEN,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0062|OFF-0135,true
CASE-00057,WOMEN_CHILD_SAFETY,CLOSED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,HIGH,OFF-0015|OFF-0238|OFF-0153|OFF-0067,true
CASE-00058,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0103|OFF-0236|OFF-0074,true
CASE-00059,NARCOTICS,COURT_PENDING,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0172|OFF-0115,true
CASE-00060,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0031|OFF-0058,true
CASE-00061,FINANCIAL_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0175|OFF-0082|OFF-0139,true
CASE-00062,WOMEN_CHILD_SAFETY,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0233,true
CASE-00063,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0137,true
CASE-00064,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0118|OFF-0191|OFF-0062,true
CASE-00065,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0034|OFF-0155,true
CASE-00066,NARCOTICS,CLOSED,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0175,true
CASE-00067,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0010|OFF-0154|OFF-0075|OFF-0214,true
CASE-00068,JUVENILE_PROTECTION,OPEN,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0093|OFF-0143|OFF-0174|OFF-0027,true
CASE-00069,NARCOTICS,CHARGESHEETED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0238|OFF-0067,true
CASE-00070,CYBER_FRAUD,COURT_PENDING,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0135|OFF-0118|OFF-0062|OFF-0191,true
CASE-00071,MISSING_PERSON,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0191,true
CASE-00072,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0185|OFF-0138|OFF-0220,true
CASE-00073,CYBER_FRAUD,OPEN,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0052|OFF-0065|OFF-0205,true
CASE-00074,FINANCIAL_CRIME,OPEN,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0043|OFF-0063|OFF-0163,true
CASE-00075,CYBER_FRAUD,OPEN,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0212|OFF-0044,true
CASE-00076,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0155,true
CASE-00077,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0052|OFF-0205,true
CASE-00078,VIOLENT_CRIME,CHARGESHEETED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0059|OFF-0077,true
CASE-00079,GENERAL_THEFT,OPEN,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0173|OFF-0057,true
CASE-00080,VIOLENT_CRIME,COURT_PENDING,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0110,true
CASE-00081,NARCOTICS,OPEN,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0208,true
CASE-00082,MISSING_PERSON,OPEN,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0065,true
CASE-00083,VIOLENT_CRIME,COURT_PENDING,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0238|OFF-0180,true
CASE-00084,JUVENILE_PROTECTION,OPEN,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,HIGH,OFF-0233,true
CASE-00085,JUVENILE_PROTECTION,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0104,true
CASE-00086,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0121|OFF-0172,true
CASE-00087,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,OFF-0201,true
CASE-00088,NARCOTICS,CLOSED,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0038|OFF-0080|OFF-0009,true
CASE-00089,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0151,true
CASE-00090,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0116,true
CASE-00091,JUVENILE_PROTECTION,CLOSED,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,HIGH,OFF-0238|OFF-0015|OFF-0180|OFF-0153,true
CASE-00092,MISSING_PERSON,CHARGESHEETED,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0045,true
CASE-00093,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,HIGH,OFF-0132|OFF-0057|OFF-0173|OFF-0206,true
CASE-00094,FINANCIAL_CRIME,CHARGESHEETED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0073,true
CASE-00095,MISSING_PERSON,OPEN,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0101|OFF-0010,true
CASE-00096,NARCOTICS,CLOSED,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0154|OFF-0075|OFF-0214|OFF-0010,true
CASE-00097,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0149|OFF-0106,true
CASE-00098,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0191|OFF-0167|OFF-0118,true
CASE-00099,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0100|OFF-0193,true
CASE-00100,JUVENILE_PROTECTION,CLOSED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,OFF-0005|OFF-0023|OFF-0211|OFF-0210,true
CASE-00101,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0147|OFF-0103|OFF-0001,true
CASE-00102,NARCOTICS,CHARGESHEETED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0178|OFF-0014|OFF-0131,true
CASE-00103,FINANCIAL_CRIME,COURT_PENDING,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0102,true
CASE-00104,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0088|OFF-0194|OFF-0095,true
CASE-00105,CYBER_FRAUD,COURT_PENDING,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,HIGH,OFF-0094|OFF-0130|OFF-0105|OFF-0045,true
CASE-00106,CYBER_FRAUD,OPEN,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0220,true
CASE-00107,NARCOTICS,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0016|OFF-0030|OFF-0117,true
CASE-00108,MISSING_PERSON,COURT_PENDING,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0110|OFF-0142|OFF-0218,true
CASE-00109,JUVENILE_PROTECTION,CHARGESHEETED,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,HIGH,OFF-0148,true
CASE-00110,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0205|OFF-0065,true
CASE-00111,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0051|OFF-0095,true
CASE-00112,VIOLENT_CRIME,CLOSED,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0224|OFF-0001,true
CASE-00113,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0096|OFF-0195|OFF-0227|OFF-0178,true
CASE-00114,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,HIGH,OFF-0007|OFF-0152|OFF-0116,true
CASE-00115,GENERAL_THEFT,CHARGESHEETED,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0087|OFF-0102,true
CASE-00116,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,HIGH,OFF-0093|OFF-0164,true
CASE-00117,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0205|OFF-0052|OFF-0065,true
CASE-00118,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0143,true
CASE-00119,NARCOTICS,OPEN,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0214|OFF-0075|OFF-0101,true
CASE-00120,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0122|OFF-0207,true
CASE-00121,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0163,true
CASE-00122,JUVENILE_PROTECTION,OPEN,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0069,true
CASE-00123,GENERAL_THEFT,CLOSED,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0011|OFF-0097|OFF-0148|OFF-0064,true
CASE-00124,VIOLENT_CRIME,OPEN,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0195|OFF-0227|OFF-0042,true
CASE-00125,JUVENILE_PROTECTION,CHARGESHEETED,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0118|OFF-0062,true
CASE-00126,CYBER_FRAUD,OPEN,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,HIGH,OFF-0178|OFF-0131|OFF-0014|OFF-0127,true
CASE-00127,FINANCIAL_CRIME,OPEN,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0184|OFF-0176,true
CASE-00128,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0036,true
CASE-00129,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0017|OFF-0240|OFF-0230,true
CASE-00130,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0030|OFF-0016,true
CASE-00131,NARCOTICS,CLOSED,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0069|OFF-0056,true
CASE-00132,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0169|OFF-0020|OFF-0054,true
CASE-00133,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0155|OFF-0104|OFF-0034|OFF-0068,true
CASE-00134,NARCOTICS,OPEN,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0072|OFF-0059|OFF-0077|OFF-0106,true
CASE-00135,FINANCIAL_CRIME,OPEN,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0064|OFF-0078|OFF-0011|OFF-0097,true
CASE-00136,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0116|OFF-0209|OFF-0152|OFF-0007,true
CASE-00137,JUVENILE_PROTECTION,OPEN,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0170,true
CASE-00138,VIOLENT_CRIME,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0088,true
CASE-00139,NARCOTICS,CHARGESHEETED,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0089|OFF-0045|OFF-0058|OFF-0105,true
CASE-00140,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,HIGH,OFF-0137|OFF-0203,true
CASE-00141,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0214|OFF-0047|OFF-0075|OFF-0101,true
CASE-00142,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0102|OFF-0087|OFF-0182|OFF-0213,true
CASE-00143,MISSING_PERSON,COURT_PENDING,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0005|OFF-0019|OFF-0210|OFF-0211,true
CASE-00144,CYBER_FRAUD,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0071|OFF-0068,true
CASE-00145,CYBER_FRAUD,CHARGESHEETED,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,HIGH,OFF-0216|OFF-0145|OFF-0119,true
CASE-00146,MISSING_PERSON,OPEN,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0144|OFF-0196|OFF-0197,true
CASE-00147,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,HIGH,OFF-0240|OFF-0017|OFF-0230,true
CASE-00148,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0221|OFF-0043|OFF-0063,true
CASE-00149,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0109,true
CASE-00150,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,HIGH,OFF-0239|OFF-0082,true
CASE-00151,GENERAL_THEFT,CHARGESHEETED,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0030|OFF-0117|OFF-0021|OFF-0016,true
CASE-00152,GENERAL_THEFT,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0125|OFF-0068,true
CASE-00153,MISSING_PERSON,CLOSED,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0052|OFF-0205|OFF-0065,true
CASE-00154,GENERAL_THEFT,CLOSED,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0056,true
CASE-00155,VIOLENT_CRIME,COURT_PENDING,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0074|OFF-0147|OFF-0201,true
CASE-00156,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0090,true
