officer_id,officer_hash,role,rank_level,station_id,district_id,state_id,agency,clearance_level,credential_status,is_supervisor,cyber_training,forensic_training,prior_request_count,recent_denied_count,assigned_case_ids,synthetic_only
OFF-0060,f1cd31d43c526f5a63bbd87e,Sub-Inspector,3,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,17,2,,true
OFF-0061,86505bfb457a23f7a0108287,Inspector,4,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,true,false,3,2,CASE-00014|CASE-00017|CASE-00316,true
OFF-0062,318fd1a9b080d018ffb85691,Prosecutor Liaison,4,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,PROSECUTION,MEDIUM,ACTIVE,false,false,false,28,8,CASE-00013|CASE-00056|CASE-00064|CASE-00070|CASE-00125|CASE-00179|CASE-00314,true
OFF-0063,d57f9cfca107b054602e3afe,Head Constable,2,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,true,1,8,CASE-00074|CASE-00148|CASE-00207|CASE-00276|CASE-00286|CASE-00332,true
OFF-0064,7eb01572e4f979827683d0ca,Senior Superintendent,6,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,false,false,42,6,CASE-00010|CASE-00123|CASE-00135|CASE-00236|CASE-00360,true
OFF-0065,6d335433b612a148a4921389,Inspector,4,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,13,3,CASE-00037|CASE-00049|CASE-00073|CASE-00082|CASE-00110|CASE-00117|CASE-00153|CASE-00166|CASE-00203,true
OFF-0066,a07f98edb4eac55d9fa73ffe,Head Constable,2,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,false,22,0,CASE-00211|CASE-00231,true
OFF-0067,81023882823dba8b6e04e6a8,Constable,1,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,3,1,CASE-00019|CASE-00047|CASE-00057|CASE-00069|CASE-00172|CASE-00175|CASE-00283,true
OFF-0068,fe7f0fee4990978ba985ec2d,Forensic Officer,4,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,15,4,CASE-00039|CASE-00133|CASE-00144|CASE-00152|CASE-00174|CASE-00273,true
OFF-0069,ecaec2b1bb689d9a6ebf8cca,Sub-Inspector,3,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,MEDIUM,ACTIVE,false,false,false,21,8,CASE-00018|CASE-00122|CASE-00131|CASE-00209|CASE-00261|CASE-00265|CASE-00316,true
OFF-0070,73b99e563b8590d8f1f3488f,Head Constable,2,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,LOW,SUSPENDED,false,false,false,0,5,,true
OFF-0071,b43730f9ee11d476cccd1130,Constable,1,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,49,0,CASE-00144|CASE-00174|CASE-00204|CASE-00273,true
OFF-0072,012f7330673a61c61f1d0ef9,Head Constable,2,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,true,1,4,CASE-00134|CASE-00248|CASE-00280|CASE-00322|CASE-00347,true
OFF-0073,7e2b88d260bb5ef29585a94e,Inspector,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,9,6,CASE-00038|CASE-00094|CASE-00221|CASE-00252|CASE-00344,true
OFF-0074,0cef9a18606529b664cb0b3f,Station House Officer,5,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,HIGH,ACTIVE,true,false,false,9,0,CASE-00050|CASE-00058|CASE-00155|CASE-00357,true
OFF-0075,b4d11e5f08de15f8b7a05319,Inspector,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,33,8,CASE-00067|CASE-00096|CASE-00119|CASE-00141|CASE-00194|CASE-00218|CASE-00260|CASE-00354,true
OFF-0076,ce1b63fb3ee51890894fc213,Cybercrime Officer,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,43,3,CASE-00245|CASE-00285,true
OFF-0077,956b1c8673c706b9098bdcd1,Constable,1,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,true,53,7,CASE-00078|CASE-00134|CASE-00222|CASE-00248|CASE-00311|CASE-00322,true
OFF-0078,006fa23a737e20e3625debb8,Constable,1,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,16,0,CASE-00010|CASE-00135|CASE-00237|CASE-00319|CASE-00353|CASE-00360,true
OFF-0079,769c0f71f92a8b49e252746c,Cybercrime Officer,4,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,CYBERCRIME,HIGH,ACTIVE,false,true,false,34,1,,true
OFF-0080,8d450ebb6d2a4135d240f974,Constable,1,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,true,16,3,CASE-00021|CASE-00088|CASE-00191|CASE-00277|CASE-00313|CASE-00355,true
OFF-0081,e432fb8e9e7dd060765bcd20,Head Constable,2,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,LOW,ACTIVE,false,false,false,4,7,CASE-00046|CASE-00330,true
OFF-0082,ad021cf14b60633e375d65f6,Cybercrime Officer,4,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,4,2,CASE-00035|CASE-00061|CASE-00150|CASE-00215|CASE-00281,true
OFF-0083,eab5f274c3e036f9a382d87d,Head Constable,2,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,false,0,7,CASE-00211|CASE-00231,true
OFF-0084,71f10fb896bfac44fed3436e,Sub-Inspector,3,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,SUSPENDED,false,true,false,31,4,,true
OFF-0085,17c3357ea795f04352db1db0,Head Constable,2,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,35,3,CASE-00021|CASE-00173|CASE-00191|CASE-00268|CASE-00355,true
OFF-0086,90740f6d12084e4c579f3454,Senior Superintendent,6,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,CLASSIFIED,REVOKED,true,true,false,52,8,,true
OFF-0087,5226641dfbffc5688ec0818a,Senior Superintendent,6,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,CLASSIFIED,ACTIVE,true,false,false,4,1,CASE-00002|CASE-00115|CASE-00142|CASE-00188|CASE-00189|CASE-00249,true
OFF-0088,aba84a984ee3606ae0d30a0a,Station House Officer,5,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,HIGH,ACTIVE,true,false,false,40,8,CASE-00104|CASE-00138|CASE-00270|CASE-00307,true
OFF-0089,1dfcf9ccdf6fab5303a9e921,Forensic Officer,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,false,true,57,7,CASE-00139|CASE-00228|CASE-00275,true
OFF-0090,721eda836388e57ee154e383,Constable,1,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,LOW,ACTIVE,false,false,false,19,2,CASE-00156|CASE-00217|CASE-00230|CASE-00253|CASE-00262|CASE-00312,true
OFF-0091,516e122c203e5dd62fd9ee93,Sub-Inspector,3,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,true,48,5,,true
OFF-0092,29e63067f87e22c26e60f375,Constable,1,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,POLICE,LOW,REVOKED,false,false,false,18,4,,true
OFF-0093,9764196f496c1b6c2299d105,Constable,1,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,POLICE,LOW,ACTIVE,false,false,true,59,6,CASE-00031|CASE-00068|CASE-00116|CASE-00234,true
OFF-0094,85642e8c300a0dccea130cc9,Forensic Officer,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,FORENSIC,HIGH,ACTIVE,false,true,true,42,4,CASE-00045|CASE-00105,true
OFF-0095,3a0f3bfd087110a0cbe914c5,Head Constable,2,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,POLICE,LOW,ACTIVE,false,false,false,23,6,CASE-00027|CASE-00104|CASE-00111|CASE-00233|CASE-00270,true
OFF-0096,cd7bb6b37a4bf493a6fadfea,Cybercrime Officer,4,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,CYBERCRIME,HIGH,ACTIVE,false,true,false,60,8,CASE-00113|CASE-00278,true
OFF-0097,0de9124a7d38c17a328e4497,Head Constable,2,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,POLICE,LOW,ACTIVE,false,false,false,39,2,CASE-00023|CASE-00123|CASE-00135|CASE-00214|CASE-00319|CASE-00360,true
OFF-0098,a2651cd5c21b20cc4d4edc22,Sub-Inspector,3,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,REVOKED,false,false,false,26,5,,true
OFF-0099,058b6ca906f6f017cad2b2fa,Head Constable,2,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,false,41,3,CASE-00035|CASE-00042|CASE-00282|CASE-00304,true
OFF-0100,071c750c420d0b5f044d6ae7,Sub-Inspector,3,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,ACTIVE,false,true,false,4,3,CASE-00038|CASE-00099|CASE-00161|CASE-00221|CASE-00252,true
OFF-0101,3d428018fa91d9e32fcf8296,Forensic Officer,4,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,FORENSIC,HIGH,ACTIVE,false,false,true,58,5,CASE-00095|CASE-00119|CASE-00141|CASE-00264|CASE-00320|CASE-00354,true
OFF-0102,cac9c828654d5e683b80f1e7,Sub-Inspector,3,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,35,1,CASE-00103|CASE-00115|CASE-00142|CASE-00188|CASE-00189|CASE-00300|CASE-00301|CASE-00308,true
OFF-0103,b9a151dcbadde0404b02e5b7,Head Constable,2,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,LOW,ACTIVE,false,false,false,47,6,CASE-00005|CASE-00050|CASE-00058|CASE-00101|CASE-00232|CASE-00292|CASE-00357,true
OFF-0104,bacbc9ea0ca5c88caca1fb35,Sub-Inspector,3,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,MEDIUM,ACTIVE,false,false,false,3,7,CASE-00034|CASE-00085|CASE-00133|CASE-00273|CASE-00274|CASE-00294,true
OFF-0105,acd11cf62713639d9ec501cd,Inspector,4,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,POLICE,MEDIUM,ACTIVE,false,false,false,50,3,CASE-00032|CASE-00105|CASE-00139|CASE-00275,true
OFF-0106,2deed09bfdff4831b0bfcd1c,Head Constable,2,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,POLICE,LOW,ACTIVE,false,false,false,19,0,CASE-00048|CASE-00097|CASE-00134|CASE-00222|CASE-00280|CASE-00311|CASE-00328|CASE-00343|CASE-00347,true
OFF-0107,fb4c90a703ac874dae2f1454,Constable,1,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,POLICE,LOW,ACTIVE,false,false,false,37,7,CASE-00019|CASE-00172|CASE-00219|CASE-00283|CASE-00315,true
OFF-0108,f250eda449687032c1f3ce21,Constable,1,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,POLICE,LOW,REVOKED,false,false,false,29,7,,true
OFF-0109,71ae00fed2507668078d658b,Cybercrime Officer,4,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,CYBERCRIME,HIGH,ACTIVE,false,true,false,43,1,CASE-00004|CASE-00043|CASE-00149,true
OFF-0110,7ea4c7cce178f9ad9715431c,Constable,1,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,LOW,ACTIVE,false,true,false,36,0,CASE-00044|CASE-00080|CASE-00108|CASE-00210|CASE-00266|CASE-00272,true
OFF-0111,f65ad458155d09405f8da86c,Prosecutor Liaison,4,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,PROSECUTION,MEDIUM,ACTIVE,false,false,false,48,1,CASE-00038|CASE-00167|CASE-00216|CASE-00220,true
