event_sequence,event_id,timestamp_utc,request_id,requester_officer_hash,requester_station_id,target_record_hash,decision,primary_reason_code,policy_version_evaluated,request_content_hash,decision_hash,explanation_hash,audit_anchor_hash,event_payload_hash,previous_event_hash,event_hash,log_signature,signature_algorithm,audit_log_version
11,d530d5a73ab33d70275da504,2026-05-27T01:28:00Z,REQ-000011,516e122c203e5dd62fd9ee93,STATE_03_DIST_01_PS_02,013db09002c5359870535b51,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,P-2026-05-STEP2-ORACLE,b258c93f17728529a0922939b1335ee236705b23cbb7bd307113bd6850942e94,af21565731a079950f703995528280d00f08e05c188951432d6dc9948aebae43,512995722a7b064e05592d4b39c8b12be0f06005f5f0e007bfeeb281216d2796,313dc9de4f396d92723057b1e7a2e4cbff0a3f5002422890ed4e0ee6c997fe0b,a75bf193007856eb6a6e9a347003725dc6458f02d957ce7d44d2305f838eb363,c7962ccca9f04292fc6d9addc83533d967e884d916fb99cc1da2cc142543816e,9483f95639a23d923a1779fa2e28d4c063569ac021de9c5b2ce093a51cd237ce,c7da4135be163ade8f168a2c1cfee37cfc858363cc5925f85c2cb4957f0007bc,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
12,b0c9076a1f12f3a0aeeafe66,2026-05-27T03:00:00Z,REQ-000012,fdc97c18ce18a70d495aa065,STATE_03_DIST_04_PS_02,202493a89eae5b6458ec7ff8,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,P-2026-05-STEP2-ORACLE,d3a085281c6428996f00eb5bb5ac979cf2e5e330cbfaddcbdde60644b288d75c,5cd6ffc0148c4a6333aef7197817e994a1e21b751f204e972ebbbde709eeab27,30672bdfd17c1220c7afaab33fd9aae4b6b22a11f5156c894afd11291a51d7cb,147f8209e9d89a0a1d2baac82e95acf6540ac3e71a5d5e03134efd42e7441913,8e804bd49fa4898989fab137a91c1589aa5850f39bc2af1556719d85dd43c933,9483f95639a23d923a1779fa2e28d4c063569ac021de9c5b2ce093a51cd237ce,b3d561fc2de0e91fed69bf05e8673c414beb91030a14ea3d5447485289f67cc7,397f3aa091a36dfd8e35505217ae4a3595abb95d0923ad2e6ef40e9e3ed981a8,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
13,8cd7e9fd7e2b953b3e085a49,2026-05-27T01:18:00Z,REQ-000013,0d893c2441da140e8c46fc54,STATE_03_DIST_03_PS_01,fb5fe9b5c0b2f6fb1de8118b,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,P-2026-05-STEP2-ORACLE,545a0f3ff0e46bbc8e24fc2efa5cf86001c115acc72a0e937673ca8246ba5688,b0d89f32211abaa2a042de0f236de484614cfe8984acc9eabcfd2eef0ad60918,4086873db8698b3a5f06fe81677f026c31168e37140127c4970fcfbbe9905362,262b47ae2d452cb6cca2f8559d5078e811e6d43d16dd346b769154e6c374feba,d131a04aa381ce817bbb25f1a117ba1f9080227b9d588f7ae776f67487b3e4d7,b3d561fc2de0e91fed69bf05e8673c414beb91030a14ea3d5447485289f67cc7,7dc18dca1c9dc186d6f9db89c6f09e468b1e449f1bb554e85beafbb4c3779564,71d5e63612aa4b646018c88fa635b255f50268a5458c105843e70b14ffdf96ad,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
14,6d20c02ad7b1ff2a6f570f1c,2026-05-27T01:52:00Z,REQ-000014,871e4c8cc36e0fafb27ef560,STATE_01_DIST_01_PS_03,318f5250c892dade4a4047ee,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,1e923640f0abca3357853227372e2d6f288bd86888bda0ca6c012f21286e015b,9c69d67ef4e23edbeed006bf73c91c8a9887a93510c32f30fd582e2af74f4436,b767bb37458eea08e5b359055db22ccfbace24031b320bcec0a682699237572b,ebc5adc66c97c95fff77e59ab71ad926b98809dc7d4a436d85d939af88980cd7,4e8ff57369233da3027533ea51300a616df293a2f6e039645716ac5194d29c09,7dc18dca1c9dc186d6f9db89c6f09e468b1e449f1bb554e85beafbb4c3779564,4708116d368383515a20e958189a36af0127454bab27c5150ffa79c8c1d5376f,fc9573ade511e3393759f01c01757aa6d7a2fc5cc2bb6db16d94733a65860d45,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
15,688a6eaa8197b451a70d3962,2026-05-27T03:30:00Z,REQ-000015,0c912fab59a9f46b26c259dd,STATE_02_DIST_01_PS_02,0e1d97f5f0e6ea3b9c5ccb7f,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,1be89d7c16882451d6c155563e0e621fe23c2378d997e0e15e820157a6d2275f,550332a8d72d2d94337c42b8f015753eddd7baa962af200d12359c2af90839d2,392ccb1844f7b549f1ab6aea044c7a5eefc3815496013f2f94b3c58373087381,9c31732cc8472892ed0c043bf5903489b3b5d2aa0de275c12674afaaabf4378c,008e3d4d3307d17ca3f95590eaf0669bbe90c330a896eda00dca5493d300a8b1,4708116d368383515a20e958189a36af0127454bab27c5150ffa79c8c1d5376f,64ba3c8df4a9ea4d7b2545172d89d72c125b1947744c191c1d91039242097cd2,c17dd6f03d9c3732766d57dad9a30c894820738cc14a20c35da4be9ef726603c,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
16,dcaf5c456b6071a3952180e8,2026-05-27T03:44:00Z,REQ-000016,cd7bb6b37a4bf493a6fadfea,STATE_03_DIST_03_PS_01,865e1a4e9bd8f6f99acdf7fe,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,P-2026-05-STEP2-ORACLE,011236afc3afac9dcc4690ee4001de5f70340a77ad532dde892abb10f09f62e1,900b97366af9ebb0f0650dc57eb96a9426e80a5b993886f981986b52e0651c45,37dfe3e0842c849e03a49acde51238d43c725db817df1cf09c9a4122e0235fcf,92833f540dc67b67478831127fe0fbc3f362bc751115a62663b9d37f284b25d2,60a95c833616c51483b8c0c038a8a562965c8026871800b62ad6d23b9a9ea48f,64ba3c8df4a9ea4d7b2545172d89d72c125b1947744c191c1d91039242097cd2,01d0c8aa8b87f880e5bfd1626b5f845a1fc68d0127277defe64e096d770a1ba3,24774a55cd04c43d1cc5b2a9349851776502ddb10967d15bb68c34b0ab252172,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
17,8d2b087575f6a0e307eab99c,2026-05-27T04:49:00Z,REQ-000017,4bdedd9e1ddefe7a1e6434d1,STATE_03_DIST_02_PS_03,d87443e05911b2d34de3a269,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,88b6deb1d3cca6afd53d8018c18cb909ccbbc4c87a8c6b4d138d34ce04712645,9d6faeaa9d90744b84b4ca6248c14eaae43b82c95ac201a8f2d31dca887760b3,7c64426c6bda43abbd625fbd8ccc9c92e9838dc8ce9c76a3e358143dd770ad55,5b35802335027b1d93cd960255a92a3e24e599a44bfb33c21e34dbfad97dfba9,ba81008bbb64947cb9cf1a9bc9f3a41ab3c34fc851ef5eba3b072e4a69259a86,01d0c8aa8b87f880e5bfd1626b5f845a1fc68d0127277defe64e096d770a1ba3,d5fa10319a5837b6f78d8313538c711ce4637f59f5b2a8fad46f2f267582b314,3aa06f779f124c495116c166056b26141ac6086547d45fb907bda02add4e11a4,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
18,6103a45be1cc19ef7c8d7ecb,2026-05-27T00:36:00Z,REQ-000018,b9a151dcbadde0404b02e5b7,STATE_02_DIST_04_PS_01,035947ce158c415bf5e8b231,deny,DENY_SENSITIVE_UPDATE_WITH_LOW_RANK,P-2026-05-STEP2-ORACLE,0d4023107322e4a744e195be89b54681044e51d7c3f1205a641b65fcb5995823,75e6ca7b2d7a30f6557edcac9fca80d957e793252a1edbae5139c9653b5bc0cc,bac6c2608c298bd79cb160d9db67bc7aa2fae3dbde2fd0f170963ae22dde13cc,b7e51fb36fdd33ff1eef4e3ad73eb1f423918125b141bc97b8b71883bfa48dde,b4246b6a46797e1518cf54bd7c80868b9d715c1f276f248a6e6f7f37c413dd48,d5fa10319a5837b6f78d8313538c711ce4637f59f5b2a8fad46f2f267582b314,803f05fdca70323623982b507c61e28f91f4b063459fc25aaeb041565f131283,d5aad001fc4e17aadff7393c672bdc0d9b372e6976c273da19e5fb3310be08a3,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
19,d6f2690dc0bcaa23dc61cfa2,2026-05-27T02:13:00Z,REQ-000019,4be2947fa44b5e03c9285de0,STATE_02_DIST_01_PS_02,855965ff849e31dc11494c47,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,P-2026-05-STEP2-ORACLE,ec9eb34c8b4cbefe442922e9bf90299c1fb46926128017dc5ac1e065dc4378c2,e5abc9d59c2b341514adeff791f9a964c7def5539066ee43dd80a0772ffc2080,acd684221bb306c021dfcdce6ad1d5f76b965578fe23c3e061af012c2230cc44,b5378b182089855185e0c4b1703dce3381d938545ea2f0d4419e874247e9cca7,3be2f96c8dae931ae69b07057d114db3333a400607e93231e37dee407d1ede94,803f05fdca70323623982b507c61e28f91f4b063459fc25aaeb041565f131283,5a4caa99889ae60c2dde4cfc9e5ce2bb24369dd278c7c6146379fe155908da46,aba4f7776c874788c150d87e974b1a2ff8ba7866f6807983991be53c9660cced,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
20,6660767f29eda71caab1fc94,2026-05-27T05:00:00Z,REQ-000020,4abc3e055d213fe06ce85aef,STATE_01_DIST_03_PS_03,de8ed503b092aff04a4f6676,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,P-2026-05-STEP2-ORACLE,43155fc9519dd4ffd7b6b346efc708acb76557dd2c0559b992b1cb2abcf33413,1edde7b6f4d5fb400bbf210b6c4227aac93df34082afd832613f76233bb49b82,0116a129438f5f17e52f0a883f49db745d3cacbfc9d331e8bf6e0b4611344e33,2be4b3864677c3c3d38d1f6674e04a3b993243a48625297c76178acfc3ce996e,531198a54d05e177ed332b32ea220b49efd4505e76d5fec3aed1690a3f276909,5a4caa99889ae60c2dde4cfc9e5ce2bb24369dd278c7c6146379fe155908da46,102093e8f50d93ab3c250d0cba2d1f36cf1d0a2aff83aafc9f34d3ea5c4fa448,cccd6e79c4703555f8eb4a4303add12c7d51f8d00eed1154ff9e60ff6fb7bd38,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
21,d4d94dd737c4d9a232a8cd3a,2026-05-27T05:15:00Z,REQ-000021,3344e545d464730d22df7101,STATE_03_DIST_02_PS_02,abfd23e434f0f6d490ebb742,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,3ef60bfb65504a2ff222611602358e62186777f619efe333a76a0923193a0565,6d6696ffd7739375e4a7ab5f2ed4156c316691de090fc27d047b0ba087456c37,b52289a23857baf4e5ff5929df4a288851f60f6fcfb6ad36b1c2a6b8fab6377d,3b075bcc8825031aec7b9c8b5b3d299b18267b3252e84131b555b972ab4d7feb,188d32f74e59164da97c2a04a9a5ac0c52f3a6b3eb00f9bfdcf459b0beff00b3,102093e8f50d93ab3c250d0cba2d1f36cf1d0a2aff83aafc9f34d3ea5c4fa448,f68afbf310d319d8279bcc9f8e8dc7341fa005ced805889e0a0a5081f7145696,dc5bffca0101b387b1a5c07e2d24d8db40c073ec2783f4bf492999823fa6bf4e,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
22,fcda733906686ea7d5ee9888,2026-05-27T05:08:00Z,REQ-000022,72129b83faafabab27729edc,STATE_03_DIST_02_PS_02,3de35c117f9aa817f83b27dd,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,02696e4b1833e5d0133cff3c2373cdaf1cf37598c9a2c65eb3b355fa79299df7,8907ea85ba8b2dc2bcea9415958d637ee59b11e6086f92f12fa947d51a277e53,4e10fb6c82b81ff12f19bc7bb8b805797f4b2b64b4f87b3abb02f325eb991e8d,ae714e4f7902fdebf833d26ef5fda063b0b24c9916ab47bfadef8a6a1cb92ad0,b1a97dbe680644a043b721f007111555481d27c0422002954f3b05e0e3ad0872,f68afbf310d319d8279bcc9f8e8dc7341fa005ced805889e0a0a5081f7145696,d0d564618a48e421be495b42dfa4d991e18726041d7c3708e18c69ff3ca19b22,55645f2926731c89290efbd5c3329172608c93b15d1bcec3093ea6b7e6134595,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
23,183d30497694d1cbae8c5f5b,2026-05-27T05:45:00Z,REQ-000023,893580185d14634211eb9a59,STATE_01_DIST_02_PS_03,83adebd0920663713a0e1b4b,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,3958fb8ba0eec2eaed2305c84ee6fabdfb526b3bf97720769df5f94e98864271,5b7992c4be916f7ff7cb42abcc38716a9bf3e64c97189237ec2ea225b49f2c52,14bebc66d551baf45981d85fbc08d939eff2b541b0ce3f102b8a60092e1307d7,fb160c9ac5401b6e55e831987285dfcc472de2f8c555363e63d65bf1db1b7f37,d70ac3c3f9095c525198746c1aadcf9b983536f09f370e7a6f472aa01d7a668f,d0d564618a48e421be495b42dfa4d991e18726041d7c3708e18c69ff3ca19b22,740dafeee73ea48f82f6911023e19efc0ffab219c70b75ca317b219cfb82a998,0bb6a6ab11bbb35c9e692795d4df02a1e02ab077760325b63f332c754b791ef2,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
24,555454b74533466a6dd1e674,2026-05-27T02:48:00Z,REQ-000024,bacbc9ea0ca5c88caca1fb35,STATE_02_DIST_03_PS_03,04bb3bbec77f28b17144322b,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,P-2026-05-STEP2-ORACLE,75891aa1c947b049ffead8e5a8474811f6028930addae5bce9e17efc3761d1b5,cbee32651104bae01496865128ecc6ea42c06fae6a1eacf6c1b736e37799c9b0,673d9d77665ebdcb7e0f019de75c3c41c25c9d512ad4fe53a3f8d4ddb9a2da66,4f57ce04a3b751f777ed340633ed99bade609719b952aa213c4febe8695f5b08,a982d540dea9fede3d9a4aa7e88d6a716c7a9ec9ba43fa587a9bed61fc940033,740dafeee73ea48f82f6911023e19efc0ffab219c70b75ca317b219cfb82a998,d2bce24084c40c78711feb69f6d710f93e0dd12b5f7273a26cc09bebcea1662f,04751f10f4f42c1822da1a9501dd14609b3b7f7ff926eff4c86d3cf554852bc1,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
25,1b4017f8828c47514101d9fb,2026-05-27T02:55:00Z,REQ-000025,cad50d4d8a49a83faad951a4,STATE_02_DIST_01_PS_01,6197a206f9aa2b3df21b2fe7,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,9d54d26674b8d74efa0615e4f2a9ff4b8dc9da278a3ae50fca68654fd7b03595,314fd39f9cf7d9ea5bbdbe58062fe9c4abde8d691e759cfa14f0676d6e0fd45b,db63a7440de01ec08efd1e8be6e8ce67840f98d5c9331790cad85eac8b104fbb,8939b9ee8a88d11dbc7baf99ee58fd9c5b683a3a16c3aa45ba63176c9c56ca81,eda4f023209d01cd18364671713ccdfa79fa11d47e046a8d0c975c6c2f20bdb0,d2bce24084c40c78711feb69f6d710f93e0dd12b5f7273a26cc09bebcea1662f,6d581db3b54ce45f76960c7c25621b982994cda8e59c7e76f5eec2cc5c619229,cacc2b531cfb550595eb6e271682760a78a7b9a031b08bdd251c58cc685e81ed,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
26,cddb14e6ebe5c813a28cd379,2026-05-27T02:10:00Z,REQ-000026,c5766246d7388485ac5c149e,STATE_02_DIST_02_PS_02,a6e23e6abf3d2acbd2b24e0b,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,b7af5a457c6fd6079157ead6a3c580aa988a13ee41f73afd5ea14078b7516d64,fffefe3b8ddbb217881f07e7f80ac03c7e68f722e4af6185c225977cade1e1f6,2c19eeb73718a71ad1e70d14785498af013d4a483b9a54c6fc00a22585310537,a7a83a97b3041faf6331fd9aff0d19febcf49f622c37a98416d23edfd6fe10cf,52b3b0032f3ec6404e4fa10c2ee3e33b65cf725a4a9b9d7f8ca143de3f55eba5,6d581db3b54ce45f76960c7c25621b982994cda8e59c7e76f5eec2cc5c619229,8160207c7f39840277d084b8df554500576dd5432e3b53215a9ee9cf6c77cb65,012db4d0a95e35992922f80b815923d825675e2efab1ce412e684653062632d9,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
