case_id,case_type,case_status,originating_station_id,district_id,state_id,sensitivity_hint,assigned_officer_ids,synthetic_only
CASE-00057,CYBER_FRAUD,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,HIGH,OFF-0030|OFF-0061,true
CASE-00058,GENERAL_THEFT,OPEN,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0037|OFF-0019,true
CASE-00059,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0194|OFF-0221|OFF-0040,true
CASE-00060,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,HIGH,OFF-0140|OFF-0017|OFF-0028|OFF-0148,true
CASE-00061,NARCOTICS,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0030,true
CASE-00062,VIOLENT_CRIME,CLOSED,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0203|OFF-0041|OFF-0126|OFF-0095,true
CASE-00063,CYBER_FRAUD,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0177|OFF-0090,true
CASE-00064,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0007|OFF-0173|OFF-0053|OFF-0180,true
CASE-00065,NARCOTICS,OPEN,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0017,true
CASE-00066,MISSING_PERSON,CLOSED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0037|OFF-0019,true
CASE-00067,CYBER_FRAUD,CLOSED,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0232,true
CASE-00068,GENERAL_THEFT,OPEN,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0067|OFF-0124|OFF-0061|OFF-0030,true
CASE-00069,FINANCIAL_CRIME,OPEN,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0195|OFF-0062|OFF-0149,true
CASE-00070,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0036,true
CASE-00071,NARCOTICS,OPEN,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0076|OFF-0150|OFF-0178,true
CASE-00072,NARCOTICS,OPEN,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0076|OFF-0150,true
CASE-00073,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0081|OFF-0207,true
CASE-00074,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0105|OFF-0102,true
CASE-00075,VIOLENT_CRIME,CLOSED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0072,true
CASE-00076,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,HIGH,OFF-0130|OFF-0182|OFF-0141|OFF-0112,true
CASE-00077,FINANCIAL_CRIME,OPEN,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0124,true
CASE-00078,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0189|OFF-0218,true
CASE-00079,WOMEN_CHILD_SAFETY,OPEN,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0222,true
CASE-00080,MISSING_PERSON,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0207|OFF-0081|OFF-0198|OFF-0221,true
CASE-00081,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0079|OFF-0083|OFF-0226|OFF-0210,true
CASE-00082,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0133|OFF-0060,true
CASE-00083,JUVENILE_PROTECTION,COURT_PENDING,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,HIGH,OFF-0013|OFF-0161|OFF-0074|OFF-0217,true
CASE-00084,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0075|OFF-0064|OFF-0066,true
CASE-00085,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0213|OFF-0107,true
CASE-00086,CYBER_FRAUD,CLOSED,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,HIGH,OFF-0202|OFF-0183|OFF-0047,true
CASE-00087,FINANCIAL_CRIME,CLOSED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0196|OFF-0227|OFF-0082|OFF-0068,true
CASE-00088,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0213|OFF-0107,true
CASE-00089,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0221|OFF-0114|OFF-0194|OFF-0207,true
CASE-00090,CYBER_FRAUD,CHARGESHEETED,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,HIGH,OFF-0134,true
CASE-00091,WOMEN_CHILD_SAFETY,CLOSED,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0210|OFF-0083|OFF-0226,true
CASE-00092,WOMEN_CHILD_SAFETY,OPEN,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0220|OFF-0079,true
CASE-00093,FINANCIAL_CRIME,CLOSED,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,MEDIUM,OFF-0170|OFF-0203|OFF-0095|OFF-0056,true
CASE-00094,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,HIGH,OFF-0091,true
CASE-00095,CYBER_FRAUD,COURT_PENDING,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0033|OFF-0002|OFF-0105,true
CASE-00096,GENERAL_THEFT,CLOSED,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0230|OFF-0037|OFF-0019,true
CASE-00097,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0111,true
CASE-00098,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0134,true
CASE-00099,FINANCIAL_CRIME,CHARGESHEETED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0071,true
CASE-00100,NARCOTICS,OPEN,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0139|OFF-0058,true
CASE-00101,FINANCIAL_CRIME,COURT_PENDING,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0012|OFF-0073|OFF-0008,true
CASE-00102,NARCOTICS,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0199|OFF-0073,true
CASE-00103,NARCOTICS,OPEN,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,MEDIUM,OFF-0238,true
CASE-00104,CYBER_FRAUD,OPEN,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0019|OFF-0037,true
CASE-00105,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,HIGH,OFF-0234|OFF-0165|OFF-0174,true
CASE-00106,MISSING_PERSON,CLOSED,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0058,true
CASE-00107,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0132,true
CASE-00108,MISSING_PERSON,COURT_PENDING,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0018|OFF-0136|OFF-0079|OFF-0220,true
CASE-00109,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,HIGH,OFF-0084|OFF-0065,true
CASE-00110,WOMEN_CHILD_SAFETY,OPEN,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,STATE_01,HIGH,OFF-0185|OFF-0055|OFF-0085,true
CASE-00111,WOMEN_CHILD_SAFETY,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0040|OFF-0198,true
CASE-00112,JUVENILE_PROTECTION,CLOSED,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,HIGH,OFF-0056|OFF-0126,true
CASE-00113,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0030|OFF-0061|OFF-0067|OFF-0124,true
CASE-00114,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0067|OFF-0030,true
CASE-00115,CYBER_FRAUD,OPEN,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,HIGH,OFF-0022|OFF-0028|OFF-0148|OFF-0017,true
CASE-00116,VIOLENT_CRIME,CHARGESHEETED,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0191|OFF-0068|OFF-0227|OFF-0196,true
CASE-00117,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0105|OFF-0093|OFF-0102,true
CASE-00118,GENERAL_THEFT,COURT_PENDING,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0214|OFF-0187|OFF-0205|OFF-0023,true
CASE-00119,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0180|OFF-0003,true
CASE-00120,GENERAL_THEFT,OPEN,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,OFF-0187|OFF-0021,true
CASE-00121,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0077,true
CASE-00122,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,OFF-0120,true
CASE-00123,NARCOTICS,OPEN,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0183|OFF-0069|OFF-0047,true
CASE-00124,CYBER_FRAUD,OPEN,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,HIGH,OFF-0218|OFF-0232|OFF-0222,true
CASE-00125,JUVENILE_PROTECTION,COURT_PENDING,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,HIGH,OFF-0160|OFF-0031|OFF-0089,true
CASE-00126,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0034,true
CASE-00127,FINANCIAL_CRIME,CHARGESHEETED,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0067|OFF-0030,true
CASE-00128,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,HIGH,OFF-0132|OFF-0225,true
CASE-00129,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,MEDIUM,OFF-0179|OFF-0115,true
CASE-00130,VIOLENT_CRIME,COURT_PENDING,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0112|OFF-0182|OFF-0130|OFF-0141,true
CASE-00131,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0117|OFF-0005|OFF-0050,true
CASE-00132,CYBER_FRAUD,COURT_PENDING,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,HIGH,OFF-0207|OFF-0146|OFF-0194|OFF-0221,true
CASE-00133,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,HIGH,OFF-0019|OFF-0037|OFF-0230,true
CASE-00134,WOMEN_CHILD_SAFETY,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,HIGH,OFF-0090|OFF-0097|OFF-0177,true
CASE-00135,GENERAL_THEFT,CHARGESHEETED,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,OFF-0233|OFF-0152|OFF-0157,true
CASE-00136,WOMEN_CHILD_SAFETY,CHARGESHEETED,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,HIGH,OFF-0110|OFF-0042|OFF-0005|OFF-0117,true
CASE-00137,VIOLENT_CRIME,COURT_PENDING,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0177|OFF-0027,true
CASE-00138,JUVENILE_PROTECTION,CHARGESHEETED,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,HIGH,OFF-0109,true
CASE-00139,VIOLENT_CRIME,CHARGESHEETED,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0091|OFF-0224,true
CASE-00140,CYBER_FRAUD,OPEN,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,STATE_01,HIGH,OFF-0136|OFF-0052|OFF-0018|OFF-0220,true
CASE-00141,VIOLENT_CRIME,COURT_PENDING,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0132|OFF-0225|OFF-0168,true
CASE-00142,JUVENILE_PROTECTION,COURT_PENDING,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0087|OFF-0035|OFF-0014|OFF-0088,true
CASE-00143,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,STATE_03,MEDIUM,OFF-0019|OFF-0230|OFF-0037,true
CASE-00144,VIOLENT_CRIME,OPEN,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0124|OFF-0067|OFF-0061,true
CASE-00145,VIOLENT_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0225|OFF-0137|OFF-0168,true
CASE-00146,GENERAL_THEFT,UNDER_INVESTIGATION,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,MEDIUM,OFF-0022|OFF-0028,true
CASE-00147,MISSING_PERSON,UNDER_INVESTIGATION,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,STATE_03,MEDIUM,OFF-0026|OFF-0197|OFF-0123,true
CASE-00148,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,HIGH,OFF-0102,true
CASE-00149,JUVENILE_PROTECTION,COURT_PENDING,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,STATE_03,HIGH,OFF-0100|OFF-0025|OFF-0044|OFF-0036,true
CASE-00150,CYBER_FRAUD,UNDER_INVESTIGATION,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,STATE_02,HIGH,OFF-0122,true
CASE-00151,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,STATE_02,MEDIUM,OFF-0149|OFF-0212|OFF-0195|OFF-0048,true
CASE-00152,GENERAL_THEFT,OPEN,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,MEDIUM,OFF-0014|OFF-0158,true
CASE-00153,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,OFF-0228|OFF-0029|OFF-0153,true
CASE-00154,FINANCIAL_CRIME,UNDER_INVESTIGATION,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,STATE_03,MEDIUM,OFF-0130,true
CASE-00155,JUVENILE_PROTECTION,UNDER_INVESTIGATION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,HIGH,OFF-0087|OFF-0014|OFF-0035|OFF-0158,true
