request_id,timestamp_utc,scenario_type,requester_officer_id,requester_officer_hash,requester_role,requester_rank_level,requester_agency,requester_station_id,requester_district_id,requester_state_id,requester_clearance_level,requester_credential_status,case_assignment_status,target_record_id,target_record_hash,target_case_id,target_case_type,target_record_type,target_station_id,target_district_id,target_state_id,target_owner_agency,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,retention_status,same_station,same_district,same_state,cross_jurisdiction,purpose,action,emergency_flag,court_or_prosecutor_request_flag,approval_token_status,time_window,network_status,request_channel,policy_version,raw_record_included,synthetic_only,request_content_hash
REQ-000011,2026-05-27T02:45:00Z,sealed_record,OFF-0146,59518bd254aa8c0d0b7a139c,Senior Superintendent,6,POLICE,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,STATE_01,CLASSIFIED,ACTIVE,NOT_ASSIGNED,REC-000541,e1bedec8993c859386b91f05,CASE-00122,WOMEN_CHILD_SAFETY,CYBERCRIME_COMPLAINT,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,HIGH,true,false,false,false,SEALED,ARCHIVED,false,true,true,false,COURT_PRODUCTION,DOWNLOAD,false,true,MISSING,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,95ad880eaa57446bcc418d1aea094762b1a77eb152d8ac771fd98a19d76b4ab9
REQ-000012,2026-05-27T02:00:00Z,normal_in_jurisdiction,OFF-0073,7e2b88d260bb5ef29585a94e,Prosecutor Liaison,4,PROSECUTION,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,ASSIGNED,REC-000496,c289388229db506c0792742b,CASE-00102,NARCOTICS,FIR_SUMMARY,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,STATE_01,POLICE,MEDIUM,false,false,false,false,OPEN,UNDER_REVIEW,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,5e43d94de35454fb32c95bd7137929f2dca37a0903c46d115455218d84b4d774
REQ-000013,2026-05-27T01:05:00Z,cross_jurisdiction_sensitive,OFF-0127,6b0d84a1d858aa1335aacb1b,Inspector,4,POLICE,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,STATE_02,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000631,72792f684de2062672fc64d0,CASE-00271,VIOLENT_CRIME,VICTIM_RECORD,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,STATE_03,POLICE,HIGH,true,false,false,false,OPEN,ACTIVE,false,false,false,true,FORENSIC_REVIEW,VIEW,false,false,PRESENT_VALID,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,4075782d3d1070725e2f62a64e8d58b960dda90e9f09e8308aa6172d94f634b8
REQ-000014,2026-05-27T01:10:00Z,juvenile_sensitive,OFF-0054,100ec956e3b5dce60e3db6a6,Constable,1,POLICE,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,LOW,ACTIVE,NOT_ASSIGNED,REC-000718,862f89895c928d14000a1111,CASE-00198,VIOLENT_CRIME,JUVENILE_RECORD,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,STATE_03,POLICE,CLASSIFIED,false,false,true,false,OPEN,ARCHIVED,false,false,false,true,INVESTIGATION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,00f88d0b6e0b1d74696527b70924d7a4196bef5515e87bb833fe81e1538f9851
REQ-000015,2026-05-27T01:00:00Z,revoked_credential,OFF-0216,63cd4d5013242ca51327d961,Constable,1,POLICE,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,STATE_01,LOW,REVOKED,NOT_ASSIGNED,REC-000455,7ab9fa00902faedfec4f6eaa,CASE-00071,NARCOTICS,WITNESS_STATEMENT,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,false,true,false,false,OPEN,ACTIVE,false,false,false,true,AUDIT,APPROVE,false,false,MISSING,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,96286f7e6b3d554ff6473bd6e430006460df1fde11a755de5baba0d62c352159
REQ-000016,2026-05-27T02:56:00Z,juvenile_sensitive,OFF-0069,ecaec2b1bb689d9a6ebf8cca,Cybercrime Officer,4,CYBERCRIME,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,STATE_01,HIGH,ACTIVE,NOT_ASSIGNED,REC-000178,7dee870272acf5645d4ab84c,CASE-00078,JUVENILE_PROTECTION,EVIDENCE_MEDIA,STATE_02_DIST_01_PS_03,STATE_02_DIST_01,STATE_02,POLICE,CLASSIFIED,false,false,true,true,OPEN,ACTIVE,false,false,false,true,SUPERVISION,DOWNLOAD,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,9ff32b965ed3d1cb681996c1daf4425c8fc910e9b3cbd31652a05832074c4192
REQ-000017,2026-05-27T02:33:00Z,cross_jurisdiction_sensitive,OFF-0082,ad021cf14b60633e375d65f6,Head Constable,2,POLICE,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,LOW,ACTIVE,NOT_ASSIGNED,REC-000192,f05d07df552454f1dd0af34b,CASE-00340,MISSING_PERSON,VICTIM_RECORD,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,STATE_02,POLICE,HIGH,true,false,false,false,OPEN,ARCHIVED,false,false,true,true,SUPERVISION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,66fbc047dc13aabcfb9eaa33fbb544c6e383506ae661606038b81345a665e6c8
REQ-000018,2026-05-27T02:42:00Z,normal_in_jurisdiction,OFF-0111,f65ad458155d09405f8da86c,Inspector,4,POLICE,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000392,5fdca183eefc3a91401863c7,CASE-00337,JUVENILE_PROTECTION,FIR_SUMMARY,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,MEDIUM,false,false,true,false,OPEN,ARCHIVED,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,3dccac0a50eb5d13a110bbb1c66b8107ef81ce2b63e315489fc5b91e92026b62
REQ-000019,2026-05-27T03:10:00Z,normal_in_jurisdiction,OFF-0056,614c14e8c660d73ace97d265,Constable,1,POLICE,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,LOW,ACTIVE,ASSIGNED,REC-000790,8a3a2306312e0f1c773316f1,CASE-00112,JUVENILE_PROTECTION,COURT_SUBMISSION,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,STATE_03,POLICE,MEDIUM,false,false,true,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,NIGHT,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,9ea77f002a5a731b75b5c2561194d62b3a2401556cd3e482685a8854377a503b
REQ-000020,2026-05-27T01:40:00Z,juvenile_sensitive,OFF-0193,4be2947fa44b5e03c9285de0,Inspector,4,POLICE,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000501,5e42dfb878f0ad90838bae74,CASE-00160,GENERAL_THEFT,JUVENILE_RECORD,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,HIGH,false,false,true,false,OPEN,ACTIVE,false,false,false,true,SUPERVISION,VIEW,false,false,MISSING,NIGHT,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,bd72a978172875516e4afd20b12986ab89cbc5f40431603df09db43b716522e6
REQ-000021,2026-05-27T01:03:00Z,sealed_record,OFF-0082,ad021cf14b60633e375d65f6,Head Constable,2,POLICE,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,STATE_02,LOW,ACTIVE,NOT_ASSIGNED,REC-000252,2a44ea7167c606e1a50fbc7d,CASE-00352,WOMEN_CHILD_SAFETY,EVIDENCE_MEDIA,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,true,false,false,true,SEALED,ACTIVE,false,false,true,true,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,b527fb2abd32c36e9b2fe3e95ce8044ce9c68a98589d952900b7e26cf6d0f5a3
REQ-000022,2026-05-27T03:40:00Z,court_request,OFF-0223,f04272809174dac17c3936fd,Sub-Inspector,3,POLICE,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000550,ae4bdf804add837567ab69ba,CASE-00115,CYBER_FRAUD,EVIDENCE_MEDIA,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,false,false,false,true,OPEN,ARCHIVED,false,false,false,true,COURT_PRODUCTION,DOWNLOAD,false,true,PRESENT_VALID,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,5aad6dc8ebf2a99b1a3fadb07aaf625993e9045a3163d2568800637999c474c3
REQ-000023,2026-05-27T02:18:00Z,normal_in_jurisdiction,OFF-0204,36f9518be85535c10000ffd5,Cybercrime Officer,4,CYBERCRIME,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,STATE_03,HIGH,ACTIVE,NOT_ASSIGNED,REC-000740,c36ad04b5ef75b66d4db8068,CASE-00228,MISSING_PERSON,CYBERCRIME_COMPLAINT,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,POLICE,HIGH,false,false,false,false,OPEN,ACTIVE,false,false,true,true,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,bde63427360b83e9ff9df43b6b91f84416ce8f6928e79e5851d055683e13c3e2
REQ-000024,2026-05-27T02:00:00Z,normal_in_jurisdiction,OFF-0132,9a1678400f682a3201830c3a,Inspector,4,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000654,7a6174ed82b24e39722b5ebe,CASE-00128,WOMEN_CHILD_SAFETY,FIR_SUMMARY,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,POLICE,LOW,true,false,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,fab52e89fe907d0a202c1f5b8885b686f391431abcec9f76732a26d06198b48c
REQ-000025,2026-05-27T06:40:00Z,stale_case_assignment,OFF-0046,ceb8bb971ba08b4df678d1fa,Constable,1,POLICE,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,STATE_01,LOW,ACTIVE,STALE,REC-000517,d94f39756f13edae41f5ef09,CASE-00155,JUVENILE_PROTECTION,EVIDENCE_MEDIA,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,CLASSIFIED,false,false,true,true,SEALED,ACTIVE,false,true,true,false,INVESTIGATION,DOWNLOAD,false,false,MISSING,AFTER_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,3c1687868143953a923c7e5b551207f6bfdfb185d1833a4c5957919d24555755
REQ-000026,2026-05-27T06:56:00Z,stale_case_assignment,OFF-0188,6f9812bdfd1847e653ec5454,Sub-Inspector,3,POLICE,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,MEDIUM,ACTIVE,STALE,REC-000609,848374cba02b5f1752de9ecc,CASE-00155,JUVENILE_PROTECTION,CYBERCRIME_COMPLAINT,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,HIGH,false,false,true,false,OPEN,UNDER_REVIEW,false,false,false,true,INVESTIGATION,DOWNLOAD,false,false,MISSING,NIGHT,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,dce208b69f32b5774855cf317a68ae3b4edc175a3879323232c53383e71c6132
REQ-000027,2026-05-27T05:24:00Z,stale_case_assignment,OFF-0137,b5c2c2becf92b9e253d997f4,Constable,1,POLICE,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,STATE_02,LOW,ACTIVE,STALE,REC-000323,d94d037bceb6d6ea53e03101,CASE-00265,WOMEN_CHILD_SAFETY,CYBERCRIME_COMPLAINT,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,STATE_02,POLICE,CLASSIFIED,true,false,false,false,SEALED,ARCHIVED,false,true,true,false,INVESTIGATION,VIEW,false,false,MISSING,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,be495fcc7097d1559055563c668d41eb768810a0c7b35dc42463374aa83d8a09
REQ-000028,2026-05-27T05:36:00Z,stale_case_assignment,OFF-0076,ce1b63fb3ee51890894fc213,Sub-Inspector,3,POLICE,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,MEDIUM,ACTIVE,STALE,REC-000754,e15a915636ae7f0b702750b3,CASE-00098,FINANCIAL_CRIME,VICTIM_RECORD,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,STATE_02,POLICE,CLASSIFIED,true,false,false,false,OPEN,ARCHIVED,false,false,false,true,INVESTIGATION,SHARE,false,false,MISSING,BUSINESS_HOURS,DEGRADED,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,643e80e0688b57d3582d633790b41fbedcad6c651aa0e2c71cade767b2bde5e7
REQ-000029,2026-05-27T06:17:00Z,juvenile_sensitive,OFF-0024,c5766246d7388485ac5c149e,Forensic Officer,4,FORENSIC,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,HIGH,ACTIVE,NOT_ASSIGNED,REC-000388,76eebcbd721d1571cb5fcac8,CASE-00129,GENERAL_THEFT,JUVENILE_RECORD,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,STATE_01,POLICE,CLASSIFIED,false,false,true,false,OPEN,ACTIVE,false,false,true,true,INVESTIGATION,VIEW,false,false,PRESENT_VALID,BUSINESS_HOURS,STATION_NODE_DOWN,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,834617adf3f6de754f5bc3c0ab7384df305261a2b04d88118f7c50c7edde0378
REQ-000030,2026-05-27T06:00:00Z,normal_in_jurisdiction,OFF-0103,b9a151dcbadde0404b02e5b7,Inspector,4,POLICE,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000337,5a5456b695cba3207b5bffdc,CASE-00051,VIOLENT_CRIME,WITNESS_STATEMENT,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,STATE_03,POLICE,HIGH,false,true,false,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,a40d14c203a27117bd99ede1582c0c45cfb472b0c60bc82f9fe48c5c9f721c98
REQ-000031,2026-05-27T05:41:00Z,normal_in_jurisdiction,OFF-0178,2be0332c4385b770ea00150b,Constable,1,POLICE,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,LOW,ACTIVE,ASSIGNED,REC-000455,7ab9fa00902faedfec4f6eaa,CASE-00071,NARCOTICS,WITNESS_STATEMENT,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,STATE_03,POLICE,MEDIUM,false,true,false,false,OPEN,ACTIVE,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,BUSINESS_HOURS,ONLINE,MANUAL_ESCALATION,P-2026-05-STEP1,false,true,8604e38fc3debd038c3d2a6ab3a2cacecc5552cce9c61b9125435318eec58924
REQ-000032,2026-05-27T05:52:00Z,revoked_credential,OFF-0201,362db027dc02e204d8d16948,Inspector,4,POLICE,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,STATE_03,MEDIUM,REVOKED,NOT_ASSIGNED,REC-000801,4bbf1e120418854fcea6448a,CASE-00336,JUVENILE_PROTECTION,FORENSIC_REPORT,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,STATE_01,POLICE,MEDIUM,false,false,true,false,OPEN,ARCHIVED,false,false,false,true,INVESTIGATION,VIEW,false,false,MISSING,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,086ca6c5001c2ed825da0ee854f3acd68eac4207798cec329d7d302b0568f116
REQ-000033,2026-05-27T06:03:00Z,emergency_override,OFF-0091,516e122c203e5dd62fd9ee93,Head Constable,2,POLICE,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,STATE_03,LOW,ACTIVE,NOT_ASSIGNED,REC-000891,3de35c117f9aa817f83b27dd,CASE-00049,CYBER_FRAUD,CYBERCRIME_COMPLAINT,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,STATE_01,POLICE,HIGH,false,false,false,false,OPEN,ARCHIVED,false,false,false,true,EMERGENCY_RESPONSE,SHARE,true,false,PRESENT_VALID,AFTER_HOURS,ONLINE,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,ab62f036a637d59cd97673afba3c700a0833e46de5d6a06a8f967cbe182068d1
REQ-000034,2026-05-27T01:42:00Z,normal_in_jurisdiction,OFF-0152,f30bb583158115d6451ff1ba,Sub-Inspector,3,POLICE,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,STATE_01,MEDIUM,ACTIVE,NOT_ASSIGNED,REC-000032,1a8cd49509cc3470cdf5eeb8,CASE-00251,WOMEN_CHILD_SAFETY,VICTIM_RECORD,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,STATE_02,POLICE,CLASSIFIED,true,false,false,false,OPEN,ACTIVE,false,false,false,true,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,AFTER_HOURS,ONLINE,CCTNS_STYLE_API,P-2026-05-STEP1,false,true,d86cfeef95644ae05b938b8c45af695891624618a15a6bbf84c2e1752ba3df99
REQ-000035,2026-05-27T09:20:00Z,normal_in_jurisdiction,OFF-0075,b4d11e5f08de15f8b7a05319,Sub-Inspector,3,POLICE,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,MEDIUM,ACTIVE,ASSIGNED,REC-000180,4ee73ace57928929f1ba50f2,CASE-00339,NARCOTICS,FIR_SUMMARY,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,STATE_02,POLICE,LOW,false,false,false,false,OPEN,ARCHIVED,true,true,true,false,INVESTIGATION,VIEW,false,false,NOT_REQUIRED,AFTER_HOURS,STATION_NODE_DOWN,ICJS_STYLE_EXCHANGE,P-2026-05-STEP1,false,true,347de57727c48d41501cca506cc3cf1bbebd631062c4d10f85ca8e5cdeeb84d3
