event_sequence,event_id,timestamp_utc,request_id,requester_officer_hash,requester_station_id,target_record_hash,decision,primary_reason_code,policy_version_evaluated,request_content_hash,decision_hash,explanation_hash,audit_anchor_hash,event_payload_hash,previous_event_hash,event_hash,log_signature,signature_algorithm,audit_log_version
11,b98c24e24ac0ebb135769893,2026-05-27T02:34:00Z,REQ-000011,5e4ff04af077f5ff22cd6cd0,STATE_02_DIST_04_PS_01,1efe844d933eebcd81826503,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,a410e41fc19037f7847deb8777d89fd43fd18baad7fc5e4b00a4f380be7be1d8,1a0b7de93f82112bf2dc414be3d1dfc5b6a83519eb52ad2f18b36cba6d43d127,3a86b68e76f44062318fdc7a310997621ceff2c30a15c4d972518f4965f92541,7da716a1b10d9362c470ba781cdf4bc7a31291d6f02ce981803ca9a8b82830fb,305bf1a28672d26fe74e38566586ae2c216d1a23fe2ced25d6752613d462aea2,21e9ad78b1bef4f9ed72d4e920c65a337c18445f51a720cee9f882cda8362db4,6fd0a12ba4241305ebcf75e29516eefdedf2f0e395ebfb2fd2c33dbe0218aee6,e3e111e531651d1a16db77d0736314789d642c1ba2a5e586350a60eb7d2a7bd8,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
12,5cb11b78bde5f35099ce94fb,2026-05-27T02:36:00Z,REQ-000012,d3ba9e82379b9a1fa09b884a,STATE_02_DIST_02_PS_01,efb1f48ed439503d51e29577,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,3abb7694b4c7f5293de19b58a982d77133ec75d4707a898cf916de1b7add145a,4cfe6ec67d8871bbd69ccaff67556bf7d6f57ba5f090705a4866215a1ef57dd7,45d086e7d6a7d86b417626fa6878e241a740af0d4ee2554d9ee17ef943dd5d34,437e6179086ffb7f231ce15b8939b83ac13dfebc8a3dcc4d4712c533da7b1155,e847095c3c6d48225ccd71e515f6f35430e270923dc3ee27a085caff4898fce1,6fd0a12ba4241305ebcf75e29516eefdedf2f0e395ebfb2fd2c33dbe0218aee6,19f240470049086b2988870182356ec64c7dc2ad98001e8ea5b24f5835dfc661,e7b2e807caa5094ee9172add3aeb5ab9e2350c65707abac0b5bb7e52bcd73986,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
13,a246b45e0442d226074cfd14,2026-05-27T01:31:00Z,REQ-000013,4f04697319f636cd795e5d1b,STATE_03_DIST_01_PS_01,57e7af8bd7cdc6920752e182,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,2102cda30ddd7bbfd9f1e152e1dbd7de3a2a23dfe338ecd8b8f47cdfd6bdd0d1,46d01c30b415061449efe0025354df45b7747943a47424fffe6b054c6fb4b2d5,fd019e8b889ca3e33be56e3b1534ae2cb2153560db9753b273aa072351140c07,4da539c943510a7e082b6a61982010949f4d10c7b56482caaa65bcafc84fe905,ecc13dd34c2e9e112050705fdf5a897cf8233fdc6b8e54d5a7be0e129adbfb06,19f240470049086b2988870182356ec64c7dc2ad98001e8ea5b24f5835dfc661,1f5905f20abb15884c5fae09e1e06e45f62642f5245eb284c4ee8602a329b9e5,e2e9c5c813cff48e2295f7ba8043efe852f4ea7112aaa649dac2e70ca0bab87b,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
14,2f513a7ca6fceeb96c59a1b8,2026-05-27T03:30:00Z,REQ-000014,dea3496d0907b239fdcdd5a2,STATE_02_DIST_02_PS_03,4451c095fe2e4d1a159e9e35,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,P-2026-05-STEP2-ORACLE,e057860a816b88a5f9d5ca43c944745d398eaa25182f01fec164d608a07bb2d0,5ebf88b91525f232a24175e51a20a922dc71ff66f1e58f93a87f90feee5afb5e,e3381ca0735d7b0036250c9d7c27bb0c81e154959a29318ded769df93f0b1879,e7aab098c029f04a8db89083cd1316ca7b21769f4a20664114294e4d793b3287,3305f96979aca20e1c506375ff9b244f66313cd7fc5587e4281ac6eff73c1b8f,1f5905f20abb15884c5fae09e1e06e45f62642f5245eb284c4ee8602a329b9e5,c595adb2c9d3c7b0a30577ec655008ef6b622afc6ad4cd24d37380add35454e2,530e665bd5ffc60934d6a69fce52b6ff9b996d5958b0a82ce807ce397c5927bb,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
15,6c0432eb9366a2c5c1ed46fd,2026-05-27T02:00:00Z,REQ-000015,36f9518be85535c10000ffd5,STATE_03_DIST_01_PS_02,b551a9d03a67cab2a5cd84fc,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,3ea36230d006a3a69f4aa7cb352d38336371e2e175d4770524fcb1f831ce58f5,ec7049b8f2b13dab0fed484d2879110cffdc19a1f1df8ecfecd762dfc6a991cc,f61df7768afbd64c224203cb028b8936fff31d76fb69a215f2bdb32e6cefb41d,3fb29c2571b234e615dc56612eb49c3b10313ac6dac7a5cd940ef8f0b20b9da9,dc09e1561c81bd11fb185acd5ad07669b96035159ef3dc25b796e3197fc54100,c595adb2c9d3c7b0a30577ec655008ef6b622afc6ad4cd24d37380add35454e2,9a676544dca7984729a0786eec2deef96bf6563adbbe13f1a3b90144ccb6b57d,2d397a6de54c2b00c959f94efcdd584d54990a47b09c7055190dbeaf0cadb344,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
16,e512065eca3392937de07729,2026-05-27T01:36:00Z,REQ-000016,cdb37082bd33066e73ce6a23,STATE_03_DIST_02_PS_01,227c461d84e121aa1f3cf1a9,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,9d25cffdfb5fe67752fd81aef97f70f7777dca38b6b07e94f218799cef7e7736,ebd0f7f17fa182b19d99ab0f35556949a05d4a913d1130f360e46dbfd29e459d,b29a04ee2d3b4c2a419fe96d8a2c19f1850e7a564dfe2366cb83a45eb70649dd,f4753a46f3180214f73c515696b70be9e0ec98c6635b87e34a87dbc79e4f5570,eb47582241221bc718065e120595bcb4d44c8d370edf1ba4241157511fa963d4,9a676544dca7984729a0786eec2deef96bf6563adbbe13f1a3b90144ccb6b57d,18dbcc8cd1a11edad5c864741ec432698547055db48c39a9c51245cce5489505,ede97fdaed151e1f380b126ec3a79225062a07eae9ac5aa8fc5e7d292ebd0df0,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
17,e6e16cfdf90f73e4f6482e94,2026-05-27T01:25:00Z,REQ-000017,ebff240f6e7e32e7e9713294,STATE_02_DIST_03_PS_03,cf262bd5e958c53cf8a8e473,deny,DENY_STALE_CASE_ASSIGNMENT,P-2026-05-STEP2-ORACLE,bfda7d81f039e381f150b3b8f3a80af44afe88ddbe5f182240346918bd518124,54945cd23c1b31be1019d73015b82627c245123f8d100e59a5d093399abd55f8,50207a07695d2d1ebf88b3e091049d0b570700fee6d179f2dba248e51b6e4899,e0012b4e7a87107faef08c0b646622ebf1aa036f546048bfdd2d40325f6e36a6,b3f46c89136ec1e057d5dc75b94b531dd7d3aff714c944f9ed975a2aaa5c46ca,18dbcc8cd1a11edad5c864741ec432698547055db48c39a9c51245cce5489505,52698ff3e97f3981653676595b68c975a4601ee1e75ff6e3f2ccfd17df243567,0e7f07539ee9814e016f316df02189a13d64badf7d6370d4152e1117b23c2ef5,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
18,e7dcc2983bcebe1c90d64d20,2026-05-27T03:18:00Z,REQ-000018,0333fdd2d35c528a38a1dbe4,STATE_02_DIST_01_PS_01,12044d787ebe89f0a9bd0dff,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,P-2026-05-STEP2-ORACLE,ba4ddf247d958410df3b395abcce57f7fa6b72d35286d5f10ea732c7b7aa17c3,d3a672cd29b8d3d420f31130f6d49604c982305fc11077dc1a00341d32fe774e,c1937b50714a436b39a8799f71bf1e11e1bea4cb31840bca22d9ec27044929c5,20168e4f8d5d8e7bf2185ae995a0f89b238aa0b70fe67f309fc64eec07d52ff7,df38263c009ddcdaefa48870e0764c5523b6a20fcf97294a797a32fbc474b13a,52698ff3e97f3981653676595b68c975a4601ee1e75ff6e3f2ccfd17df243567,e2893259f554cfba1049f5511f74afbb5227cd334847f8c49bf1b4e2f569b605,1373168e303f8d4f9419b51f1e2ed6d5914d0af300fb3081a856206e69d538b2,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
19,46bb1fc669a29c977f2cf5cc,2026-05-27T03:48:00Z,REQ-000019,4abc3e055d213fe06ce85aef,STATE_01_DIST_02_PS_03,19c0033126dabf1c18a8e634,deny,DENY_INACTIVE_CREDENTIAL,P-2026-05-STEP2-ORACLE,ee22ce0de6a0be6d17683a496b80d12b465194d04fc1395147290328507aefe6,3dec00c3fd467aaa726ae309f0262ee14c60c570873f859faf4c8115e75078a0,951b9863051d4084f9dbb462ff9fd7b57eab2a3f9e07954f960b4c636c4d113a,a830d545324b68cf50075676cfc7c1438f6cc13f2ad1a24535a016bc8647cff9,b7d357784b5e5e71a085cc6fac43cb243f326b25ee2e2c6599d87f88d4cff2e3,e2893259f554cfba1049f5511f74afbb5227cd334847f8c49bf1b4e2f569b605,f31b483f482ec3bce7dc3755f80dddb53d40ea4522cda58d97687fb0917f43cc,9d49cd92d3a8326e41fb395a4fa0d7b652cdbe15c84236990c045f29c1f57024,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
20,2ab1ac4ee60fee85f418d9f1,2026-05-27T05:40:00Z,REQ-000020,012f7330673a61c61f1d0ef9,STATE_03_DIST_02_PS_02,48758dbc1a6f7f4934133647,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,960517b6dd5ed4a9e5b274f9717f5a18da4dda6d6c7708197b2c746d2d7c1398,2366c9f2704954c56afdb26fbc2c48f6a9cc27d3d9aa7b7268049957ef23c273,1a67d200cadf2157a1a57036c4edf4ab932d057fb003a87b76dc54864efd5cde,cefe79b9ec1aba18c3e46c2e6d107bdc2ba857f5ed0c129d8a8b00f3a81a8c02,74e13b4154c84cb95633dd60d086ac5feaad48d220536c29685be240f89ad470,f31b483f482ec3bce7dc3755f80dddb53d40ea4522cda58d97687fb0917f43cc,a9293051d330de2cbd24e0ce19612e04bb91072dbb8f1985478e2b9586abc089,ed12c5bac3eea171dffa9ac6f7f7392d027f311c39cb17c043e26434f7c71325,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
21,1cd0d823c572250f55cea2c8,2026-05-27T04:12:00Z,REQ-000021,7dd10e346a2e773cbf9da071,STATE_02_DIST_03_PS_02,5820681615acad6176f4144a,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,P-2026-05-STEP2-ORACLE,4973876ebf075222ce8eb82760ca2f07196bc60f41c915e457a6c7573e589f91,b0dcdc3d01a039eebd8385efb243de22d523a2355983083019df532df5f7d808,426f5be707543eed6d67461e193a5c28994247ee18020020e183c0ae8f904ce6,9479df46f20f78b14f4e45a74f6ccecf4bc04e60b5187b40f9ec2c065971ea6b,c52399e3c6f24a7b2bdc061650adf84bf392c817245f5bfc101e3c780a31c39c,a9293051d330de2cbd24e0ce19612e04bb91072dbb8f1985478e2b9586abc089,d0d824ac3c9738cf9fbeca32bc6fe679915426a6c925cc8e21dd3b0052a35037,25ed5ef407ca43757bc6c8ddc47c60de708a7a6f8626b2a78b755a5c2ed06f27,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
22,7ec9d400374014429e155e87,2026-05-27T02:34:00Z,REQ-000022,69b61a8c9ab3b270d0f7db2e,STATE_03_DIST_04_PS_02,9ef7805d5e451525d9e7038e,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,P-2026-05-STEP2-ORACLE,9ad2c56ee5831d2053fd92e2b82a0022a59629bfc70351db6007bdea0b29bfbf,d476b2283f23a59c554aebfaa89fdeee8f5f1be2cfb484ef64dbec3fe29355ea,3ba458f914ba8f49831ddf152fc24d799649c12527d086ba767eea43f6450944,50c7665f675a5b165c765ba7f41d2972de30d8bcb03ab9b518b088b235d0dd67,3f0092eaa4734ccadd6fc9aa52085c707652f10eed67e8117e26370867c9c96d,d0d824ac3c9738cf9fbeca32bc6fe679915426a6c925cc8e21dd3b0052a35037,51d03d2f899f4d547c712fb1085105b70a4473bf31cbbe771e7f03274a522030,e4d5c183631d5f4161f4fc45bb28e240d60c32e746ccab708c1e4b10c624d865,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
23,00d0a6ac0012897dc7d00909,2026-05-27T01:09:00Z,REQ-000023,956b1c8673c706b9098bdcd1,STATE_03_DIST_04_PS_02,57feb3c60423fddfa0461895,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,P-2026-05-STEP2-ORACLE,a89d15d2eae699a6fc83b4dc67808bf56629ead6d3471f8f33cbc7a20f44304a,28c501a5c7caa155eb8783ac0defa8c85fb64c87f394d9fd7b7723134fa13df4,9b385db51b3d2d04183b4320318389b31e26be1e0dfad71eee9dd48689771b42,85b96de235d790a1434e5c6595d855c18b118785b683e76030fe527d392a5ff5,3cedbfe6f25a6a8b41687dffb8cee9c48720ef7e302e65aa759abebae5f73563,51d03d2f899f4d547c712fb1085105b70a4473bf31cbbe771e7f03274a522030,16e156bfa221e6ad9c5aca99291d3f09f0f14422748689a1e947e1f3fb1c2a62,db7af4d47b6299030cdd1c59a61219f25009e3441396e4255045ef3f5ecaad23,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
24,d8231146059487547ffa5e0f,2026-05-27T06:48:00Z,REQ-000024,721eda836388e57ee154e383,STATE_03_DIST_04_PS_02,1ce4791bcfe4088122f5f137,deny,DENY_INACTIVE_CREDENTIAL,P-2026-05-STEP2-ORACLE,0afa071a8563338ad1ee8b7b7a0c8437b082784013e956145bafe0710304ab76,c899a8248dcf88f2074312af0c344fcc99207f1e2b5a3e844f24a30acf2c3417,5dad09d7cdc4386d01e03f4af35eda83403ed29e755951ab3c2c858624e5cc8e,8ea993028c04ad91080566b3ede2cb0693ec4f00bbf38ec81ded669069bf9b78,ec032e7569ca5a1d3a8b206820381bcc96bc987643561b6bfb66a1c2fa016a08,16e156bfa221e6ad9c5aca99291d3f09f0f14422748689a1e947e1f3fb1c2a62,53eb807c302c30ffe276f151bcb74a0268deabfb9794eea93366e941ebbce5d9,cddfb818d9325183de7e67916b2d46307e67df0521d3c9d48c232b8cd9dffdf9,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
25,10b755873d79e145a2cc26fc,2026-05-27T01:15:00Z,REQ-000025,f30bb583158115d6451ff1ba,STATE_02_DIST_01_PS_01,b75e8c8b30e094fcea41d709,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,P-2026-05-STEP2-ORACLE,69145c5e240242d5a64ca119f74759731bd77def3cb8e286451341d1368ccc80,e2e1c7c8225c732647d9a0ef1e883b01cedf44046083c2f91e54ebe2db712681,03f86dba0cab23e03e22276ad920fcaacf52cec6d9915c4bd24a88feee554f56,4d8b75471ccabd7b4e379c91b41185237f7e0719d8afc75f740e3194ab734e9a,4a0065345635a8691864435f75fa64d025744c5be15f5146d6ea3ffd7132a240,53eb807c302c30ffe276f151bcb74a0268deabfb9794eea93366e941ebbce5d9,298641bf8bf3821ad8114dd75663f59b1173cfcad0a497cde98f3fe446ed9dca,bc52132072878df54425c3d1d6b9a6562400e815958a5bda5d3a9a5cae460756,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
27,56fffcdb30153c83ada9285c,2026-05-27T06:18:00Z,REQ-000027,6d2396ea39d60a2c9554602a,STATE_01_DIST_02_PS_01,4ee73ace57928929f1ba50f2,deny,DENY_EXPIRED_APPROVAL_TOKEN,P-2026-05-STEP2-ORACLE,ffe6402df5d2bd576458512169df38bc58cf864d5693bb353c6c29e3c384b1ff,e28acd0b2ae51f2e77f7b7bef214f8ae707319ca5bbe8376fa08af7eac95f044,f10d6d474639a01ce13dccfc961fa7b76776416bb06d830b7484e7bf91675fec,400e6372d25dd5521970195df13dfe0ba37d47f529e236a2c65fab2ba889134e,bc8025e8ba5df382d752744c2ba2659ec0e9c8019eed06b469a04d7bfff63bfb,8c999efb72ec62e89a77f4f82e30e2d7130b8661e661906dbd8c488fa6dae412,216b4be5015ad233e239a951e1c87339e0b681cde731bd04b8dc388f21b8dcf9,acddedd2c1fc0e46a10e12432d0dedf6a19258b492a60f1d0890fc9e94bba0c5,HMAC-SHA256-DEMO,AUDIT-2026-05-STEP3
